companyId;companyName;ticker;price;gestao;dy;p_vp;valorpatrimonialcota;liquidezmediadiaria;percentualcaixa;dividend_cagr;cota_cagr;numerocotistas;numerocotas;patrimonio;lastdividend
583;INTER TÍTULOS IMOB. FDO INV. IMOB.;BICR11;98,15;Ativa;9,9542;0,9876;99,38;655,78;35,1383;45,3443;-5,0063;528,0;500000,0;49690253,13;0,8
32;CENESP;CNES11;30,12;Ativa;4,2305;0,3368;89,43;2195,63;5,4837;-24,4344;-30,2602;1860,0;2949248,0;263755569,29;0,169884146
85;Campus Faria Lima;FCFL11;113,28;Ativa;8,6923;0,9751;116,17;242379,82;0,5581;14,3239;-5,4454;3830,0;3474010,0;403588183,44;0,780270488
143;Kinea Índice de Preços;KNIP11;88,73;Ativa;13,5631;0,9458;93,86;6922819,71;4,3601;7,7665;-8,3975;69288,0;80078186,0;7516263976,03;1,0
665;HEDGE RECEBIVEIS IMOB;HREC11;75,21;Ativa;15,8994;0,8456;88,88;139665,25;1,2445;;;965,0;5156765,0;458343757,83;0,9
763;CANVAS CRI;CCRF11;80,21;Ativa;14,8891;0,8358;95,97;1961,78;7,7621;;;289,0;1571900,0;150861321,62;0,501548941
906;HEDGE DESENVOLVIMENTO LOGÍSTICO FDO INV IMOB;HDEL11;0,0;Passiva;0,0;;84,43;;102,5282;;;52,0;41983,0;3544558,02;1,95
628;QUATA IMOB RECEBÍVEIS IMOB;QIRI11;78,04;Ativa;6,0097;0,8709;89,61;6867,57;100,3102;;;173,0;150000,0;13441852,95;0,66
582;Newport Logística;NEWL11;98,49;Ativa;11,8083;0,8201;120,09;120936,18;3,5601;9,2051;-6,5796;3914,0;2033099,0;244155118,31;0,93
612;BLUECAP RENDA LOG. FDO INV. IMOB. - FII;BLCP11;91,0;Ativa;5,0109;0,8144;111,74;103127,5;1,064;;;279,0;2296282,0;256580339,9;0,563427828
904;DEVANT PROPERTIES FUNDO DE INVESTIMENTO IMOB;DPRO11;97,59;Ativa;7,0704;1,0049;97,11;1610,65;6,2814;;;137,0;371500,0;36078026,15;0,9
5;Continental Square Faria Lima;FLMA11;126,95;Ativa;8,1634;0,7866;160,25;54800,0;2,0643;29,2109;-10,6164;17204,0;1380670,0;221247463,81;0,8
752;NAVI IMOBILIÁRIO TOTAL RETURN;NAVT11;73,79;Ativa;13,6327;0,8205;89,58;101492,07;5,0452;;;1655,0;1054507,0;94464858,96;0,85
