TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
BTRA11;85,82;0,800000;11,57;103,34;0,83;628.763,72;6,14;;;347.696.797,12;19.841,00;Ativa;3.364.559,00
DOMC11;439,00;;0,00;108,08;4,06;;0,39;;-4,24;264.136.651,19;1.185,00;Ativa;2.443.800,00
FINF11;0,00;0,305416;0,00;41,02;;;4,18;17,23;;33.637.756,65;4,00;Ativa;820.112,00
PNDL11;0,00;;0,00;622,88;;;38,26;;;21.454.544,07;46,00;Ativa;34.444,00
RBRM11;94.794,81;1.334,726435;79,90;51.185,24;1,85;;3,96;;;27.588.844,01;54,00;--;539,00
ATWN11;0,00;;0,00;590,38;;;0,99;;;94.907.425,88;2,00;Passiva;160.757,00
CJFI11;0,00;;0,00;2,28;;;0,34;;;119.627.565,78;1,00;Ativa;52.579.055,00
GURB11;100,00;1,400000;8,05;105,32;0,95;1.352.676,00;6,41;;;109.204.250,56;29,00;Ativa;1.036.842,00
VIDS11;0,00;;0,00;891,24;;;1,92;;;63.650.853,17;199,00;Ativa;71.418,00
JSAF11;93,62;0,930000;10,38;99,13;0,94;301.765,62;8,32;;;155.929.515,89;2.972,00;Ativa;1.573.047,00
TSNC11;0,00;0,625958;0,00;86,90;;;4,48;-7,30;;94.443.610,22;66,00;Ativa;1.086.780,00
BBIM11;0,00;0,500000;0,00;31,23;;;1,88;-6,09;;32.320.035,33;20,00;Ativa;1.035.000,00
JTPR11;2.517,00;1,630372;0,00;87,33;28,82;;7,58;;;18.748.479,55;8,00;Ativa;214.674,00
LPLP11;0,00;9,649743;0,00;466,86;;;1,60;;;25.700.828,69;2,00;Ativa;55.050,00
SALI11;0,00;;0,00;101,08;;;3,65;;;8.042.669,73;1,00;Passiva;79.565,00
SPAF11;0,00;9,614966;0,00;1.000,00;;;1,17;26,49;;11.270.034,61;1,00;Ativa;11.270,00
