TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
ORPD11;93,00;1,379310;0,00;148,85;0,62;402,75;0,00;;5,14;43.166.179,23;6,00;Ativa;290.000,00
PQAG11;54,80;0,420000;8,78;57,30;0,96;12.796,44;2,62;;;801.691.383,98;460,00;Ativa;13.991.890,00
ALZR11;117,20;0,795500;11,83;106,90;1,10;1.452.115,54;25,28;26,93;2,58;740.045.968,09;115.532,00;Ativa;6.922.789,00
ARFI11B;479,99;;0,00;651,70;0,74;;1,52;;;74.329.618,05;28,00;Ativa;114.054,00
BBFO11;75,16;0,700000;12,12;86,86;0,86;155.175,08;0,54;;;347.793.106,47;4.986,00;Passiva;4.003.900,00
RELG11;81,98;0,800000;12,12;118,86;0,69;251.654,67;2,04;;;158.621.116,89;7.725,00;Ativa;1.334.562,00
RFOF11;76,95;0,720000;10,34;86,70;0,89;203.765,97;2,96;;;93.479.126,16;5.807,00;Ativa;1.078.164,00
RMAI11;42,10;0,260000;8,53;108,08;0,39;17.153,85;0,39;;;264.136.651,19;1.185,00;Ativa;2.443.800,00
RNDP11;261,85;2,290000;17,02;323,01;0,81;16.513,66;3,04;-0,49;-35,26;34.717.642,63;1.022,00;Ativa;107.481,00
BLCA11;89,90;0,550000;5,78;89,09;1,01;14.193,79;6,24;;;142.549.945,53;113,00;Ativa;1.600.000,00
RPRI11;99,25;1,150000;7,57;101,46;0,98;57.089,44;2,27;;;227.453.511,30;2.739,00;Ativa;2.241.755,00
RRCI11;85,10;1,050000;16,33;96,25;0,88;64.550,92;9,25;;;46.367.899,30;2.733,00;Ativa;481.757,00
SHDP11B;0,00;8,018401;0,00;1.370,38;;;2,37;2,82;;2.011.429.518,38;3,00;Passiva;1.467.793,00
BRIP11;1.200,00;;0,00;1.102,20;1,09;285.816,60;6,75;;;227.574.790,70;237,00;Ativa;206.474,00
ASMT11;82,35;0,770000;12,62;88,93;0,93;16.680,36;9,18;;;90.472.945,46;316,00;Ativa;1.017.316,00
CVBI11;90,80;0,660000;14,77;93,87;0,97;3.537.939,59;7,06;19,72;-2,65;1.033.507.130,58;69.513,00;Ativa;11.010.228,00
CVPR11;0,00;1,200000;0,00;97,63;;;9,01;;;13.668.426,36;2,00;Ativa;140.000,00
CXAG11;81,00;0,750000;7,53;115,50;0,70;116.686,90;1,51;;;241.476.769,69;11.711,00;Ativa;2.090.621,00
CYLD11;0,00;;0,00;99,73;;;100,90;;;47.210.559,33;44,00;Ativa;473.400,00
VCRI11;9,12;0,120000;5,97;9,68;0,93;425.528,33;4,71;;;172.084.682,20;4.068,00;Ativa;17.773.297,00
VCRR11;75,88;0,670000;10,60;120,00;0,63;89.823,97;2,28;;;239.991.594,89;2.492,00;Ativa;2.000.000,00
VERE11;233,49;2,110000;14,11;332,25;0,70;;0,09;22,13;;182.763.161,05;52,00;Ativa;550.084,00
VGHF11;9,57;0,090000;17,51;9,34;1,02;3.056.855,10;1,77;;;680.699.094,56;174.222,00;Ativa;72.889.247,00
VGIP11;90,15;0,450000;17,14;91,76;0,98;3.084.751,56;0,90;;;1.081.607.078,78;83.106,00;Ativa;11.787.247,00
VILG11;109,30;0,720000;7,63;113,96;0,96;2.371.431,77;1,16;4,53;-2,60;1.709.134.335,24;153.593,00;Ativa;14.997.396,00
VINO11;50,91;0,340000;9,12;53,88;0,95;1.573.962,28;2,26;;;892.610.542,90;125.424,00;Ativa;16.565.259,00
VISC11;113,84;0,740000;7,35;114,73;0,99;2.906.445,64;1,93;20,18;-4,14;2.030.372.281,01;228.030,00;Ativa;17.696.234,00
ATSA11;76,00;0,050000;0,13;90,24;0,84;1.620,19;2,27;7,33;-16,60;158.015.554,83;287,00;Passiva;1.751.141,00
EGYR11;1,55;;0,00;12,43;0,12;8.273,46;0,00;;;93.318.872,96;50,00;Passiva;7.510.284,00
ELDO11B;762,38;6,270000;12,44;1.343,63;0,57;;0,23;1,33;;1.057.778.546,27;60,00;Passiva;787.256,00
EURO11;219,81;1,750000;9,47;312,54;0,70;40.250,21;1,37;35,03;8,00;119.996.684,55;2.577,00;Passiva;383.936,00
FTCE11B;2.789,92;37,628886;7,39;2.832,82;0,98;22.319,00;2,63;;;2.651.173.386,82;57,00;Ativa;935.878,00
FVBI11;94,97;0,369573;0,00;0,00;;;;142,93;-12,34;0,00;0,00;Passiva;0,00
FVPQ11;119,76;0,950000;7,23;198,30;0,60;47.220,97;1,76;-14,16;-13,80;555.257.143,90;4.076,00;Passiva;2.800.149,00
GALG11;9,67;0,082000;10,21;10,14;0,95;975.182,74;0,09;;;583.171.592,28;12.586,00;Ativa;57.485.300,00
GAME11;9,42;0,100000;14,39;9,78;0,96;285.915,36;1,59;;;201.405.745,39;17.503,00;Ativa;20.600.000,00
GCFF11;71,82;0,740000;12,55;86,68;0,83;57.573,13;0,18;;;29.349.861,75;1.994,00;Ativa;338.598,00
GCRI11;93,62;1,100000;16,60;96,42;0,97;100.286,00;1,20;;;114.819.058,74;3.686,00;Ativa;1.190.790,00
AIEC11;76,98;0,730000;11,50;101,41;0,76;607.320,49;1,18;;;489.318.445,52;10.456,00;Ativa;4.824.987,00
ALMI11;910,00;0,371133;0,00;2.251,48;0,40;25.243,70;1,22;;-12,60;250.312.835,19;2.736,00;Passiva;111.177,00
GGRC11;120,26;1,020000;8,77;124,97;0,96;1.294.591,85;2,12;7,49;-6,00;969.586.592,90;101.032,00;Ativa;7.758.429,00
ALZM11;95,00;1,080000;12,59;98,60;0,96;68.479,15;8,46;;;68.154.280,68;3.365,00;Ativa;691.192,00
BRHT11B;86,80;;0,00;79,87;1,09;;9,56;;;147.098.235,77;11,00;--;1.841.677,00
GSFI11;5,00;;0,00;13,48;0,37;270.923,64;3,87;;9,48;1.013.989.681,22;7.396,00;Ativa;75.198.136,00
GTLG11;97,99;0,700000;8,60;93,44;1,05;86.277,32;4,29;;;670.279.172,53;109,00;Ativa;7.173.000,00
APTO11;9,22;0,100000;11,27;10,04;0,91;49.275,31;7,58;;;40.297.593,61;3.872,00;Ativa;4.012.857,00
AURB11;0,00;0,570000;0,00;90,88;;;2,79;;;80.021.967,96;5,00;Ativa;880.560,00
BTAL11;99,10;0,830000;9,90;106,29;0,94;1.023.979,21;4,70;;;635.897.361,69;38.708,00;Ativa;5.982.736,00
HCHG11;85,80;1,000000;11,89;102,43;0,84;56.783,03;2,28;;;122.920.069,73;530,00;Ativa;1.200.000,00
HGBS11;209,90;1,350000;6,81;218,37;0,96;2.365.929,51;1,09;13,62;-8,84;2.183.678.333,71;91.482,00;Ativa;10.000.000,00
HGCR11;102,23;1,200000;12,99;101,82;1,00;4.142.209,00;5,25;24,87;-5,16;1.493.415.204,57;71.640,00;Ativa;14.666.944,00
HGFF11;81,90;0,650000;8,88;92,53;0,89;868.771,44;6,36;1,61;-6,45;264.976.875,42;8.908,00;Ativa;2.863.597,00
HGIC11;106,40;1,080000;11,98;115,55;0,92;26.809,76;5,78;;;33.323.311,04;340,00;Ativa;288.393,00
HGLG11;165,50;1,100000;9,70;147,15;1,12;7.325.933,79;11,88;20,47;0,58;3.451.634.033,37;332.162,00;Ativa;23.456.675,00
HGPO11;255,10;1,600000;6,59;267,91;0,95;302.635,97;1,06;15,98;6,70;469.653.081,85;9.222,00;Passiva;1.753.057,00
HPDP11;80,10;0,500000;6,74;94,98;0,84;8.341,25;1,14;;;276.272.289,91;388,00;Passiva;2.908.813,00
BBFI11B;1.914,50;26,691090;17,03;2.892,19;0,66;315.597,38;6,28;2,33;-10,83;375.984.464,64;8.765,00;Passiva;130.000,00
HFOF11;79,96;0,620000;9,09;87,28;0,92;1.084.047,21;2,56;-7,62;-8,74;2.007.342.507,69;67.974,00;Ativa;23.000.000,00
HREC11;91,18;0,800000;13,16;91,22;1,00;17.821,26;14,58;;;424.777.529,08;486,00;Ativa;4.656.688,00
HSAF11;84,00;1,000000;15,65;92,30;0,91;622.320,18;6,51;;;233.173.419,86;7.689,00;Ativa;2.526.360,00
HSLG11;98,21;0,700000;7,78;105,30;0,93;539.467,87;3,20;;;1.333.086.389,12;22.591,00;Ativa;12.660.067,00
HSML11;91,63;0,680000;7,84;97,79;0,94;2.580.612,28;4,77;14,85;-3,67;1.543.240.012,40;140.680,00;Ativa;15.780.613,00
HSRE11;101,49;0,630000;7,13;96,18;1,06;900.446,79;2,12;;;819.247.303,09;158,00;Ativa;8.518.064,00
HTMX11;118,96;0,901720;1,48;125,16;0,95;502.156,15;15,87;8,16;-10,02;188.283.438,93;23.319,00;Ativa;1.504.334,00
HUCG11;98,27;0,690000;4,00;101,84;0,96;8.491,03;67,21;;;114.268.684,00;161,00;Passiva;1.122.000,00
HUSC11;105,02;0,930000;8,68;142,80;0,74;6.432,11;0,95;;-8,03;113.469.226,80;768,00;Passiva;794.613,00
HUSI11;1.126,00;9,084382;2,72;991,61;1,14;1.112,00;2,10;;;115.386.251,26;82,00;Ativa;116.362,00
BLUR11;102,50;1,030000;7,03;101,87;1,01;14.290,63;6,63;;;9.167.924,91;75,00;Ativa;90.000,00
CPFF11;75,59;0,600000;9,54;81,48;0,92;604.105,15;0,52;;;444.051.612,26;14.660,00;Ativa;5.449.778,00
BARI11;96,45;1,000000;15,24;100,95;0,96;861.181,23;3,87;18,63;-3,97;467.817.979,96;38.725,00;Ativa;4.634.191,00
CNES11;32,03;0,113332;3,88;87,27;0,37;6.170,51;5,50;-23,52;-27,48;257.367.560,96;1.947,00;Ativa;2.949.248,00
CXCE11B;41,29;0,398487;10,36;65,21;0,63;25.633,13;7,00;-24,20;-24,70;111.694.285,06;4.214,00;Passiva;1.712.950,00
CXCI11;82,30;0,830000;6,12;98,87;0,83;64.502,85;3,77;;;203.452.419,16;5.679,00;Ativa;2.057.726,00
BTSI11;0,00;;0,00;97,42;;;0,08;;;132.446.470,41;87,00;Ativa;1.359.488,00
EDFO11B;202,70;1,762674;9,25;192,02;1,06;11.680,37;1,81;2,11;-9,11;45.317.043,18;545,00;Passiva;236.000,00
EDGA11;18,05;0,104292;8,03;66,15;0,27;28.337,03;0,84;-6,47;-26,10;252.184.157,67;6.243,00;Passiva;3.812.055,00
GESE11B;1.520,00;14,064808;9,97;1.767,52;0,86;;1,02;11,61;;91.911.145,47;55,00;Passiva;52.000,00
KNCR11;101,14;1,200000;11,30;100,84;1,00;10.879.481,26;8,96;35,44;-0,38;5.202.523.433,33;148.337,00;Ativa;51.591.686,00
KNHY11;97,59;0,370000;15,22;97,61;1,00;2.430.706,51;4,50;26,97;-5,32;1.804.915.381,94;15.014,00;Ativa;18.490.843,00
KNIP11;95,90;0,350000;15,74;95,99;1,00;10.171.417,44;4,63;23,89;-6,74;7.739.066.554,09;68.294,00;Ativa;80.622.881,00
KNRE11;0,95;0,001510;4,42;1,16;0,82;2.747,56;31,67;;-47,59;21.509.341,81;5.784,00;Ativa;18.547.161,00
CFHI11;0,00;36,511390;0,00;718,05;;;3,01;;;67.640.009,83;54,00;Ativa;94.200,00
CJCT11;88,88;0,330000;0,00;80,45;1,10;49.472,24;0,41;;9,62;230.893.495,58;1.231,00;Passiva;2.870.000,00
HBTT11;1.055,00;16,580000;0,00;0,00;;;;;;0,00;0,00;Ativa;0,00
KNRI11;148,85;0,910000;6,79;160,09;0,93;3.203.068,18;1,97;6,98;-4,84;3.867.197.746,84;239.828,00;Ativa;24.157.121,00
KNSC11;88,25;0,500000;14,97;89,21;0,99;3.873.429,69;3,04;;;1.184.270.894,35;74.976,00;Ativa;13.275.794,00
HGRE11;139,69;0,780000;7,79;161,76;0,86;2.497.880,97;1,45;9,22;-7,91;1.911.617.481,95;134.160,00;Ativa;11.817.767,00
HGRS11;0,00;;0,00;101,61;;;13,59;;;151.696.378,75;6,00;Ativa;1.492.940,00
HOSI11;64,62;0,440000;7,83;92,77;0,70;36.488,71;2,22;;;53.197.954,31;1.810,00;Ativa;573.450,00
GRLV11;104,51;0,170000;0,00;5,97;17,51;;2.489,44;135,25;-4,47;6.407.890,29;2.604,00;Passiva;1.073.530,00
FIIB11;495,00;3,650000;8,20;456,37;1,08;249.233,87;1,51;13,47;-1,75;312.612.864,76;17.104,00;Passiva;685.000,00
FIIP11B;158,64;1,350000;9,87;186,25;0,85;89.355,41;1,92;-12,11;-5,21;172.681.587,30;8.254,00;Passiva;927.162,00
FISD11;0,00;6,526269;0,00;73,73;;;0,00;;;79.084.967,16;23,00;Ativa;1.072.588,00
HGRU11;124,86;0,820000;7,88;119,24;1,05;3.625.876,13;5,07;6,18;3,23;2.194.855.088,36;187.176,00;Ativa;18.406.458,00
HLOG11;95,07;0,650000;8,14;111,10;0,86;55.150,38;0,59;;;472.182.226,77;4.267,00;Ativa;4.250.000,00
MTOF11;0,00;;0,00;99,52;;;1,37;;;187.172.458,04;3,00;Ativa;1.880.743,00
MVFI11;0,00;;0,00;1,58;;;0,11;;;123.480.020,76;1,00;Ativa;78.155.673,00
NCHB11;93,01;1,300000;16,89;91,11;1,02;443.316,59;6,05;13,47;;145.949.652,56;11.157,00;Ativa;1.601.848,00
HCRI11;228,71;1,550479;8,75;299,97;0,76;45.639,64;1,96;4,54;-17,19;59.994.558,34;3.092,00;Passiva;200.000,00
HCST11;68,01;;0,00;100,57;0,68;170,50;2,09;;;33.841.630,25;79,00;Ativa;336.501,00
HCTR11;102,73;1,100000;17,20;121,65;0,84;7.426.081,26;1,11;1,26;-11,85;2.686.571.769,31;204.723,00;Ativa;22.084.202,00
JSRE11;86,15;0,490000;7,08;113,54;0,76;3.575.853,33;0,07;2,17;-7,63;2.357.913.671,40;79.767,00;Ativa;20.767.328,00
LLAO11;0,00;;0,00;101,00;;;39,75;;;36.476.414,17;78,00;Ativa;361.140,00
PEMA11;60,42;0,665000;28,89;75,97;0,80;7.045,55;1,09;;;41.936.485,52;380,00;Ativa;552.000,00
IBCR11;89,40;1,100000;18,30;95,78;0,93;181.083,87;10,18;;;91.800.614,55;3.674,00;Ativa;958.423,00
IBFF11;66,40;0,296485;7,25;14,78;4,49;162.549,50;101,13;;-10,43;9.855.905,16;3.870,00;Ativa;666.681,00
IDFI11;60,50;0,394219;25,68;64,99;0,93;17.501,46;0,02;;;133.754.466,82;224,00;Ativa;2.057.925,00
LASC11;91,99;0,850000;8,68;112,67;0,82;34.194,41;1,30;;;283.725.987,17;211,00;Ativa;2.518.195,00
LATR11B;16,00;14,503964;0,00;10,93;1,46;223,33;101,16;;-72,86;1.356.584,55;169,00;Ativa;124.104,00
PORD11;95,99;1,100000;15,63;97,94;0,98;652.566,23;8,50;-0,75;-3,43;365.159.647,16;21.173,00;Ativa;3.728.375,00
MANA11;10,20;0,120000;4,22;9,79;1,04;273.847,18;3,19;;;115.220.049,52;941,00;Ativa;11.770.000,00
MFCR11;102,50;0,800000;1,66;100,16;1,02;951,54;51,57;;;10.038.854,03;100,00;Ativa;100.231,00
MMPD11;0,00;;0,00;102,35;;;2,02;;;54.245.537,93;48,00;Ativa;530.000,00
MMVE11;130,00;;0,00;99,11;1,31;1.404.000,00;3,12;;;46.088.320,30;13,00;Ativa;465.000,00
PRSN11B;2,24;0,003476;0,16;1,19;1,88;365,94;20,22;;;15.441.468,55;961,00;Ativa;12.924.994,00
PRSV11;140,49;1,620000;0,00;245,06;0,57;8.193,84;10,13;28,92;-29,68;47.786.747,04;1.059,00;Passiva;195.000,00
PRTS11;117,70;0,054870;0,05;0,06;1.961,67;;103,36;;;3.111.607,44;11,00;Ativa;55.727.500,00
NEWL11;101,20;0,900000;11,07;121,22;0,83;163.750,28;3,25;;;246.444.160,99;4.023,00;Ativa;2.033.099,00
RBRF11;75,58;0,630000;9,73;86,77;0,87;3.305.428,97;2,75;-1,94;-10,35;1.187.129.444,36;93.562,00;Ativa;13.680.770,00
RBRL11;91,15;0,650000;8,97;107,43;0,85;512.391,64;0,49;;;718.355.257,45;9.536,00;Ativa;6.687.035,00
RBRP11;55,21;0,450000;9,88;83,47;0,66;1.415.335,05;3,14;2,12;;1.016.626.171,93;95.080,00;Ativa;12.179.186,00
RBRR11;92,45;0,700000;13,80;95,71;0,96;4.197.271,67;2,74;24,55;-3,59;1.286.234.896,08;120.262,00;Ativa;13.438.908,00
RBRS11;62,46;0,400000;8,42;89,68;0,70;36.145,22;3,97;;;155.532.391,75;1.226,00;Ativa;1.734.299,00
RBRX11;95,00;1,500000;6,49;94,57;1,00;394.703,84;4,74;;;177.851.339,91;2.804,00;Ativa;1.880.688,00
RBRY11;98,41;1,000000;14,80;99,51;0,99;1.099.685,72;3,18;21,87;-5,70;551.984.204,66;24.531,00;Ativa;5.546.804,00
RBVA11;96,70;1,070000;12,01;102,87;0,94;793.140,87;0,84;2,07;-11,61;1.192.129.251,94;44.835,00;Ativa;11.588.199,00
MOFF11;0,00;;0,00;804,09;;;0,51;;;168.107.409,53;4,00;Ativa;209.066,00
OULG11;45,54;0,170000;4,79;72,99;0,62;101.418,18;4,38;-18,83;-26,28;181.105.080,36;5.599,00;Ativa;2.481.284,00
OURE11;81,57;1,050000;15,09;94,32;0,86;122.273,49;5,25;21,55;-6,56;101.587.993,82;5.361,00;Ativa;1.077.087,00
PABY11;8,91;;0,00;-14,92;;1.158,87;;;-30,02;-11.316.865,81;508,00;Passiva;758.400,00
RDPD11;50,99;0,500000;13,53;54,60;0,93;18.992,51;2,24;14,14;-15,83;58.863.956,97;1.208,00;Ativa;1.078.042,00
RECR11;88,93;0,600000;15,87;95,36;0,93;5.372.121,03;3,28;13,29;-6,39;2.521.562.802,73;175.289,00;Ativa;26.441.650,00
RECT11;59,80;0,501800;10,34;95,44;0,63;704.066,18;1,88;-15,55;-16,07;815.413.873,41;79.294,00;Ativa;8.543.493,00
RECX11;74,48;0,800000;13,75;81,48;0,91;9.543,92;2,52;;;17.787.349,86;631,00;Ativa;218.313,00
PNLN11;0,00;;0,00;54,94;;;10,96;;;540.096,75;51,00;Ativa;9.831,00
SCPF11;6,10;0,017000;3,75;12,55;0,49;5.099,51;2,48;-31,89;-20,48;52.714.446,44;4.968,00;Ativa;4.200.000,00
SDIL11;96,44;0,790000;9,51;98,71;0,97;855.818,69;1,11;14,16;-7,23;631.267.650,82;64.916,00;Ativa;6.395.050,00
SEED11;100,10;0,140000;11,19;99,27;1,01;733.534,00;1,60;;;162.796.948,88;99,00;Ativa;1.640.000,00
SHPH11;780,16;4,070000;5,88;888,96;0,88;126.933,18;0,80;4,06;-5,75;541.331.244,90;2.668,00;Passiva;608.950,00
RBRI11;913,00;35,620000;3,90;1.248,10;0,73;49.536,00;0,15;;;147.817.283,95;84,00;--;118.434,00
RSPD11;1.125,00;13,250897;2,16;1.123,44;1,00;3.375,00;0,40;;0,75;167.404.940,99;105,00;Ativa;149.011,00
TCPF11;1,26;2,220000;1.023,02;152,37;0,01;;5,80;;;45.304.158,19;51,00;Ativa;297.327,00
RCRI11B;1.200,00;12,481836;1,04;365,40;3,28;;70,80;;;18.639.596,10;149,00;Ativa;51.012,00
SBCL11;0,00;;0,00;957,54;;;139,59;;;28.726.050,93;2,00;Ativa;30.000,00
SJAU11;115,00;;0,00;102,52;1,12;528,00;0,12;;;813.213.926,28;129,00;Passiva;7.932.248,00
TRNT11;116,00;0,290821;4,02;202,56;0,57;66.248,46;0,55;-13,42;-18,59;797.175.105,18;757,00;Passiva;3.935.562,00
TRXF11;108,81;0,850000;9,29;103,00;1,06;3.514.892,00;8,82;;;914.775.705,08;63.303,00;Ativa;8.881.638,00
TSER11;104,14;0,860000;10,38;92,87;1,12;2.327.153,71;2,88;;;111.910.874,16;39,00;Ativa;1.205.000,00
TELD11;0,00;;0,00;99,77;;;29,16;;;46.869.053,61;2,00;Ativa;469.760,00
TOUR11;8,80;0,242328;873,32;0,00;;340.762,05;;;;0,00;0,00;Ativa;0,00
TCIN11;124,68;;0,00;108,84;1,15;548.611,00;0,64;;;90.469.983,89;131,00;Ativa;831.197,00
TRXB11;122,00;0,950000;8,61;112,91;1,08;2.860.069,68;3,00;;;308.299.773,04;183,00;Passiva;2.730.511,00
VGIR11;9,86;0,130000;13,67;9,64;1,02;3.995.975,00;3,04;28,27;-54,07;730.139.166,53;58.412,00;Ativa;75.707.660,00
VIFI11;7,54;0,060000;9,96;9,44;0,80;143.392,51;10,61;;;76.389.161,07;6.636,00;Ativa;8.089.190,00
WHGR11;9,09;0,080000;4,53;9,90;0,91;512.823,72;4,32;;;248.352.140,37;2.972,00;Ativa;25.089.531,00
WPLZ11;81,70;0,500000;5,23;102,90;0,79;9.737,38;1,98;-4,39;-7,64;105.037.574,57;1.820,00;Passiva;1.020.747,00
VLOL11;107,80;0,610000;6,17;103,61;1,04;174.673,00;1,47;6,66;0,56;184.931.828,03;3.414,00;Passiva;1.784.828,00
VOTS11;86,33;0,770000;14,11;94,39;0,91;7.122,32;11,16;38,34;0,24;78.143.958,50;521,00;Ativa;827.913,00
VRTA11;96,11;1,000000;14,72;93,72;1,03;3.024.630,64;2,28;18,08;-8,42;1.232.679.447,58;111.312,00;Ativa;13.152.584,00
VSEC11;50,01;0,360000;9,04;99,37;0,50;11.018,00;53,10;;;6.234.245,99;67,00;Ativa;62.735,00
VSHO11;76,98;0,520000;9,15;98,12;0,78;40.831,23;1,43;-2,07;-8,65;205.928.223,48;2.507,00;Ativa;2.098.800,00
VSLH11;9,03;0,095000;15,25;10,50;0,86;682.204,28;0,94;;;313.576.283,80;86.604,00;Ativa;29.864.091,00
VTLT11;99,52;0,830000;9,72;102,88;0,97;386.609,77;2,67;4,41;-0,83;217.591.002,59;6.395,00;Ativa;2.115.000,00
VTPA11;0,00;;0,00;104,18;;;0,37;;;67.714.213,00;1,00;Ativa;650.000,00
VTPL11;0,00;5,110000;0,00;76,23;;;1,93;;;105.678.183,30;53,00;Passiva;1.386.242,00
WTSP11B;43,50;0,317347;3,49;83,01;0,52;1.892,79;0,28;-9,42;-15,85;82.388.382,15;199,00;Ativa;992.565,00
WVSC11;0,00;;0,00;100,23;;;100,03;;;24.622.113,78;1,00;Ativa;245.651,00
XBXO11;0,00;;0,00;96,44;;;0,00;;;293.437.360,22;6,00;Ativa;3.042.600,00
XPML11;103,48;0,750000;7,78;101,94;1,01;3.511.734,82;1,02;16,30;-4,40;1.904.472.618,71;275.203,00;Ativa;18.681.577,00
XPPR11;42,57;0,300000;12,21;75,65;0,56;670.392,03;1,83;;;553.458.369,85;70.129,00;Ativa;7.316.171,00
XPSF11;7,62;0,076000;10,97;8,96;0,85;699.981,23;2,36;;;387.866.121,99;34.961,00;Ativa;43.302.140,00
XTED11;8,50;0,323281;0,00;13,76;0,62;12.548,08;0,08;;-2,99;27.040.024,86;4.302,00;Ativa;1.965.425,00
YUFI11;105,00;0,204384;1,05;105,47;1,00;121.868,43;13,37;;;41.676.929,76;35,00;Ativa;395.150,00
ZIFI11;1.169,96;3,304958;0,69;1.199,30;0,98;71.435,79;33,66;;;42.554.614,66;36,00;Ativa;35.483,00
ABCP11;75,20;0,520000;8,91;91,92;0,82;92.860,26;1,78;5,41;-7,07;1.121.743.483,26;19.564,00;Passiva;12.203.832,00
AFHI11;95,60;1,000000;16,12;95,28;1,00;677.176,44;9,97;;;287.688.552,67;14.760,00;Ativa;3.019.453,00
ANCR11B;3.500,00;54,640912;5,82;3.426,66;1,02;;0,59;;9,72;1.545.809.144,24;57,00;Ativa;451.113,00
BPLC11;0,00;11,555213;0,00;10.145,72;;;4,82;;;324.663.097,75;114,00;Passiva;32.000,00
BRIX11;0,00;;0,00;855,22;;;1,22;;;37.704.741,46;53,00;Ativa;44.087,00
JCDB11;0,00;;0,00;139,31;;;0,79;;;107.197.032,14;57,00;Passiva;769.499,00
KNPR11;0,00;;0,00;101,81;;;49,58;;;47.755.954,66;455,00;Ativa;469.075,00
PCAS11;0,00;;0,00;7.329,38;;;0,95;;;513.056.830,31;50,00;Passiva;70.000,00
RBTS11;1.000,00;66,345959;12,60;1.100,75;0,91;;9,19;;;62.219.616,83;55,00;Ativa;56.525,00
ESTQ11;0,00;;0,00;0,13;;;65,10;;;8.230.088,18;5,00;Ativa;65.361.974,00
SHOP11;100,00;;0,00;45,54;2,20;;6,84;;;67.454.079,78;12,00;Ativa;1.481.266,00
SIGR11;0,00;;0,00;99,59;;;16,98;;;38.780.026,91;52,00;Ativa;389.395,00
VLIQ11;0,00;;0,00;10,04;;;22,87;;;3.321.590,64;309,00;Ativa;330.882,00
VPSI11;0,00;0,171956;0,00;18,28;;;1,12;17,57;;147.548.049,66;53,00;Passiva;8.071.897,00
XPCI11;88,03;0,880000;14,29;97,05;0,90;2.689.895,21;1,76;20,40;;844.466.269,62;70.568,00;Ativa;8.701.552,00
XPCM11;17,25;0,120000;10,90;52,24;0,33;163.792,23;5,17;-43,48;-34,01;126.135.000,98;28.391,00;Passiva;2.414.570,00
XPHT11;110,00;1,500000;3,36;94,13;1,14;115.435,03;2,20;;1,29;358.138.906,60;1.243,00;Ativa;3.804.642,00
XPHT12;33,41;;0,00;94,13;0,35;6.792,50;2,20;;-31,28;358.138.906,60;1.243,00;Ativa;3.804.642,00
XPIN11;83,93;0,640000;8,87;104,72;0,80;454.141,36;6,46;-1,39;-9,92;748.757.629,98;48.104,00;Ativa;7.150.422,00
XPLG11;108,98;0,740000;7,47;114,21;0,95;4.045.688,41;1,48;4,15;0,24;3.095.309.707,75;297.809,00;Ativa;27.101.061,00
BIPD11;0,00;;0,00;988,68;;;22,82;;;18.339.981,61;109,00;Ativa;18.550,00
FOFT11;123,00;1,900000;0,00;110,21;1,12;;5,10;-47,71;7,00;131.819.480,59;3.846,00;Ativa;1.196.040,00
JASC11;100,02;0,330000;1,16;117,11;0,85;45.902,57;1,91;;;213.166.947,76;67,00;Ativa;1.820.287,00
LAVF11;0,00;1,300000;0,00;4,08;;;102,89;;;181.782,47;7,00;Ativa;44.600,00
PRZS11;0,00;;0,00;98,11;;;0,17;;;58.156.782,01;19,00;Ativa;592.764,00
SHSO11;0,00;0,720000;0,00;90,18;;;9,72;;;9.018.062,64;1,00;Ativa;100.000,00
TBOF11;15,56;0,822740;5,29;0,21;74,10;;492,15;74,62;-44,47;2.097.587,74;9.180,00;Passiva;10.050.000,00
VDSV11;0,00;;0,00;992,26;;;13,53;;;10.141.908,25;72,00;Ativa;10.221,00
BMII11;0,00;0,228341;0,00;490,52;;;0,48;;;69.458.215,57;12,00;Passiva;141.600,00
FRHY11;0,00;1,090000;0,00;99,63;;;4,01;;;13.001.659,04;7,00;Ativa;130.500,00
GZIT11;0,00;;0,00;91,42;;;3,44;;;1.935.731.174,23;1,00;Ativa;21.173.640,00
HDEL11;0,00;;0,00;99,83;;;100,21;;;4.191.193,02;49,00;Passiva;41.983,00
JCDA11;0,00;;0,00;10,95;;;3,41;;;156.583.676,79;50,00;Ativa;14.304.223,00
LRDI11;0,00;;0,00;98,87;;;5,93;;;22.926.688,52;17,00;Ativa;231.879,00
MGRI11;0,00;1,440000;0,00;104,58;;;26,99;;;23.007.288,07;1,00;Ativa;220.000,00
PATB11;0,00;6,473025;0,00;148,99;;;0,68;;;569.506.913,07;57,00;Ativa;3.822.328,00
SPVJ11;0,00;0,670000;0,00;107,15;;;3,09;;;676.319.560,89;28,00;Ativa;6.312.090,00
VJFD11;0,00;1,010915;0,00;132,74;;;1,16;;;647.259.253,61;97,00;Ativa;4.876.129,00
BICE11;950,00;16,000000;9,56;987,20;0,96;133.000,00;148,39;;;20.801.358,88;101,00;Ativa;21.071,00
BIME11;9,09;0,080000;13,97;9,09;1,00;158.370,85;7,51;;;53.134.954,35;5.820,00;Ativa;5.845.602,00
