TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
ITIP11;72,75;0,830000;14,12;77,79;0,94;118.223,10;1,53;;;58.201.009,55;2.464,00;Passiva;748.151,00
ITIT11;74,50;0,570000;9,26;81,68;0,92;85.409,97;0,27;;;73.551.036,84;8.427,00;Passiva;900.494,00
JASC11;100,00;0,550000;4,55;102,84;0,97;262.551,00;16,14;;;279.344.833,00;74,00;Ativa;2.716.375,00
JBFO11;92,01;0,480000;7,46;85,72;1,07;55.206,00;0,75;;;109.647.498,48;363,00;Ativa;1.279.070,00
JCDA11;0,00;;0,00;10,58;;;9,00;;;160.398.477,54;50,00;Passiva;15.159.655,00
JCDB11;0,00;;0,00;136,95;;;3,89;;;142.835.601,75;58,00;Ativa;1.042.957,00
JFLL11;70,12;0,620000;10,65;101,09;0,70;66.999,37;2,43;;;151.698.737,23;3.996,00;Ativa;1.500.598,00
JPPA11;96,99;1,350000;18,84;98,87;0,98;396.681,67;8,07;24,12;-0,68;89.386.541,08;8.432,00;Ativa;904.050,00
JPPC11;160,00;0,170000;0,11;362,37;0,43;13.005,40;7,99;;;19.930.547,65;89,00;Ativa;55.000,00
JRDM11;83,50;0,530000;9,16;88,69;0,94;34.659,57;0,75;25,29;2,48;223.766.074,59;4.131,00;Passiva;2.522.968,00
JSAF11;86,09;0,930000;12,80;92,02;0,95;666.390,87;0,73;;;144.748.555,94;4.440,00;Ativa;1.573.047,00
JSRE11;76,85;0,460000;7,60;112,63;0,67;2.497.720,07;0,21;-2,84;-9,31;2.339.024.120,65;92.486,00;Ativa;20.767.328,00
JTPR11;2.517,00;1,630372;0,00;81,42;30,88;;7,44;;;17.479.161,45;8,00;Ativa;214.674,00
KCRE11;98,83;1,470000;11,62;102,36;0,96;512.518,03;5,84;;;368.503.488,53;7.468,00;Ativa;3.600.000,00
KEVE11;1.021,00;3,046696;0,68;922,41;1,10;103.358,32;4,86;;;136.240.412,71;465,00;Passiva;147.700,00
KFOF11;87,34;0,750000;9,95;92,35;0,94;1.377.809,67;2,50;10,23;-6,86;418.667.372,74;14.886,00;Ativa;4.533.315,00
KINP11;9,82;3,053493;81,88;0,00;;38.394,20;;;-6,52;0,00;0,00;Ativa;0,00
KISU11;8,01;0,070000;11,44;8,86;0,90;652.157,03;1,66;;;391.410.455,57;119.539,00;Ativa;44.196.050,00
KIVO11;91,79;1,800000;17,75;93,58;0,98;211.088,83;4,46;;;113.715.785,43;1.766,00;Ativa;1.215.124,00
KNCR11;93,64;1,240000;14,68;100,77;0,93;14.119.743,70;2,30;56,21;0,08;5.753.493.521,03;234.241,00;Ativa;57.097.087,00
KNHF11;0,00;;0,00;100,76;;;23,15;;;658.529.109,10;8.616,00;Ativa;6.535.737,00
KNHY11;98,91;1,250000;12,19;101,44;0,97;2.558.663,17;3,01;2,20;-3,12;1.875.621.848,43;14.645,00;Ativa;18.490.843,00
KNIP11;93,65;1,000000;10,93;97,89;0,95;9.401.105,47;2,33;-3,76;-5,69;7.838.947.191,16;68.845,00;Ativa;80.078.186,00
KNPR11;0,00;2,500000;0,00;99,66;;;3,52;;;57.796.272,97;593,00;Ativa;579.911,00
KNRE11;0,53;0,037742;56,55;0,75;0,81;9.196,43;16,59;;-48,52;13.992.248,65;6.240,00;Ativa;18.547.161,00
KNRI11;155,90;0,950000;7,16;160,34;0,97;3.671.196,53;1,81;11,54;-2,14;3.873.417.184,24;249.096,00;Ativa;24.157.121,00
KNSC11;88,86;1,050000;11,65;90,49;0,98;3.064.998,97;3,23;;;1.201.351.095,06;94.300,00;Ativa;13.275.794,00
KNUQ11;0,00;;0,00;100,02;;;9,42;;;20.504.820,77;1,00;Ativa;205.000,00
LASC11;101,99;0,600000;8,98;102,07;0,99;18.112,86;4,77;19,87;5,90;300.119.960,08;369,00;Ativa;2.940.298,00
LATR11B;9,51;9,998500;202,33;0,00;0,95;99,50;104,89;;-62,48;0,00;0,00;Ativa;0,00
LAVF11;0,00;1,300000;0,00;0,00;;;;;;0,00;7,00;Ativa;44.600,00
LFTT11;57,94;3,668145;6,34;34,37;1,68;18.040,77;12,09;;;254.505.223,77;433,00;Ativa;7.404.543,00
LGCP11;83,73;0,630000;8,85;102,86;0,81;352.999,73;0,87;7,01;-5,52;281.094.999,93;14.637,00;Ativa;2.732.860,00
LIFE11;10,14;0,150000;16,52;10,18;1,00;125.066,20;1,16;;;174.153.692,14;1.380,00;Ativa;17.110.848,00
LKDV11;969,58;;0,00;994,63;0,97;581.748,00;1,37;;;66.452.446,70;68,00;Ativa;66.811,00
LLAO11;0,00;0,713833;0,00;102,58;;;32,97;;;37.045.627,25;78,00;Ativa;361.140,00
LOFT11B;29,90;0,201705;0,00;12,99;2,30;;2,37;;-34,00;25.487.623,24;1,00;Ativa;1.962.500,00
LPLP11;0,00;9,256280;0,00;522,25;;;0,30;;;116.633.050,48;4,00;Ativa;223.330,00
LRDI11;0,00;;0,00;98,47;;;16,48;;;27.018.336,76;18,00;Ativa;274.379,00
LSPA11;107,33;0,770000;8,40;114,32;0,94;2.259.296,50;0,90;;;46.243.250,49;224,00;Ativa;404.500,00
LUGG11;75,75;0,620000;8,71;118,22;0,64;40.012,23;3,67;4,69;-10,45;133.674.010,34;4.200,00;Ativa;1.130.706,00
LVBI11;111,50;0,760000;8,06;115,62;0,96;2.979.610,53;0,83;11,58;-2,91;1.361.504.087,14;70.235,00;Ativa;11.775.177,00
MADS11;0,00;;0,00;;;;;;;;;;0,00
MALL11;110,29;0,780000;8,42;120,16;0,92;2.592.270,73;2,33;21,77;7,58;1.096.401.739,90;114.154,00;Ativa;9.124.659,00
MANA11;9,74;0,120000;13,66;9,81;0,99;207.400,73;4,54;;;192.177.224,25;2.538,00;Ativa;19.592.872,00
MATV11;83,99;0,600000;12,10;90,92;0,89;29.692,59;9,12;;;38.730.743,77;313,00;Ativa;425.968,00
MAXR11;67,83;0,740000;11,31;123,81;0,55;56.600,03;1,43;-1,09;-11,54;139.369.041,00;4.257,00;Ativa;1.125.655,00
MCCI11;93,06;0,950000;12,51;93,45;0,99;3.761.828,67;1,24;18,77;-1,62;1.584.887.677,68;110.190,00;Ativa;16.960.024,00
MCHF11;8,95;0,100000;13,20;9,22;0,97;1.351.540,37;4,28;;;298.180.883,60;61.590,00;Ativa;32.354.261,00
MCHY11;111,32;1,400000;16,79;101,35;1,11;41.811,90;8,95;;;363.827.137,14;699,00;;3.589.771,00
MFAI11;61,39;0,470000;10,51;64,52;0,95;25.484,43;0,22;-40,24;;22.997.830,16;3.297,00;Ativa;356.466,00
MFCR11;103,90;1,300000;9,88;104,07;1,00;534,85;1,30;;;10.534.702,62;97,00;Ativa;101.230,00
MFII11;92,87;1,100000;14,25;102,93;0,90;319.322,77;0,01;3,48;-9,35;430.973.707,47;28.187,00;Ativa;4.186.885,00
MGCR11;82,76;1,000000;15,24;90,49;0,92;221.949,97;9,76;;;128.702.814,26;4.099,00;Ativa;1.422.304,00
MGFF11;60,91;0,470000;10,42;69,32;0,88;1.396.323,30;4,51;-2,56;-14,07;627.424.370,87;49.355,00;Ativa;9.050.620,00
MGHT11;61,50;0,800000;13,50;86,00;0,71;184.327,93;5,55;7,96;-17,19;112.988.934,98;3.247,00;;1.313.784,00
MGIM11;101,50;0,176173;0,00;98,41;1,03;;101,04;;;24.337.124,08;75,00;Ativa;247.300,00
MGLC11;0,00;;0,00;;;;;;;;;;0,00
MGRI11;0,00;1,330000;0,00;110,33;;;17,14;;;24.271.597,53;1,00;Ativa;220.000,00
MINT11;98,81;;0,00;133,54;0,74;694.549,75;6,28;;;69.441.891,60;66,00;Ativa;520.000,00
MMPD11;0,00;;0,00;109,53;;;4,11;;;58.053.216,02;48,00;Ativa;530.000,00
MMVE11;165,83;;0,00;158,20;1,05;331,00;0,54;;;73.561.224,63;16,00;Ativa;465.000,00
MOFF11;0,00;;0,00;883,81;;;0,46;;;186.452.994,39;3,00;Ativa;210.966,00
MORC11;90,50;1,100000;15,75;98,11;0,92;346.202,33;15,21;;;148.016.560,25;5.180,00;Ativa;1.508.706,00
MORE11;69,28;0,590000;11,20;78,92;0,87;605.636,40;1,00;-3,69;-12,51;183.024.110,31;16.861,00;Ativa;2.319.115,00
MTOF11;0,00;;0,00;86,28;;;1,56;;;164.484.899,26;2,00;Ativa;1.906.482,00
MTRS11;0,00;;0,00;;;;;;;;;;0,00
MVFI11;0,00;;0,00;1,51;;;0,11;;;118.072.966,42;1,00;Ativa;78.155.673,00
MXRF11;10,71;0,120000;12,16;10,11;1,06;8.524.691,53;1,08;14,77;-0,65;2.284.781.355,03;823.365,00;Ativa;226.039.663,00
NAVT11;81,39;0,850000;12,65;87,30;0,93;178.200,00;7,82;;;92.058.276,04;1.985,00;Ativa;1.054.507,00
NCHB11;86,47;1,190000;16,51;89,77;0,96;363.694,97;8,80;10,50;;152.427.159,76;11.962,00;Ativa;1.697.932,00
NCRI11;8,85;0,100000;7,34;10,20;0,87;24.168,10;46,71;;;40.270.630,80;350,00;Ativa;3.949.999,00
NEWL11;101,70;0,930000;11,95;120,64;0,84;269.998,73;3,75;8,17;0,90;245.282.486,56;3.468,00;Ativa;2.033.099,00
NEWU11;69,00;0,140000;1,17;68,88;0,98;90.766,86;2,80;-26,73;-1,14;51.109.325,10;1.559,00;Ativa;742.000,00
NPAR11;12,82;1,196695;0,00;14,07;0,91;;100,00;;-55,35;1.682.250,84;772,00;Ativa;119.589,00
NSLU11;177,15;1,531295;8,59;199,27;0,89;182.335,80;3,13;-15,47;-11,74;257.707.786,26;6.550,00;Passiva;1.293.286,00
NVHO11;10,22;0,082749;9,57;13,96;0,73;4.387,07;1,52;1,15;-4,98;579.395.289,65;2.212,00;Ativa;41.494.533,00
NVIF11B;227,50;0,444576;2,35;336,29;0,68;;12,89;-19,10;;113.463.143,14;7,00;Ativa;337.399,00
OGHY11;10,02;0,130000;3,89;9,62;1,04;2.242,03;5,43;;;19.965.701,88;199,00;Ativa;2.075.000,00
ONEF11;182,00;0,980000;6,21;201,61;0,91;48.450,23;1,12;14,32;7,49;183.663.662,36;2.990,00;Passiva;911.000,00
ORPD11;93,00;1,379310;0,00;147,33;0,63;402,75;0,00;;1,48;42.726.833,72;6,00;Ativa;290.000,00
OUFF11;66,40;0,700000;13,06;72,09;0,92;180.436,83;1,93;5,31;-14,06;130.789.755,64;8.120,00;Ativa;1.814.336,00
OUJP11;98,60;1,250000;15,39;98,96;1,00;647.461,90;10,38;24,51;-1,77;321.855.351,17;28.445,00;Ativa;3.252.384,00
OULG11;41,00;0,410000;5,55;67,22;0,60;41.971,43;2,24;-19,93;-26,58;166.783.014,18;5.071,00;Ativa;2.481.284,00
OURE11;80,50;1,000000;15,62;90,66;0,89;101.786,93;4,19;16,80;-4,28;97.652.419,60;5.881,00;Ativa;1.077.087,00
PABY11;15,07;;0,00;-17,46;;2.635,47;;;2,58;-13.244.892,55;667,00;Passiva;758.400,00
PATB11;0,00;7,150317;0,00;148,61;;;1,45;;;575.023.762,86;57,00;Ativa;3.869.378,00
PATC11;72,09;0,310000;6,07;76,41;0,93;1.053.562,67;1,17;6,69;-8,97;265.710.841,01;7.834,00;Ativa;3.477.434,00
PATL11;72,69;0,600000;9,65;98,11;0,74;666.997,00;0,90;;;489.728.164,08;23.915,00;Ativa;4.991.535,00
PBLV11;926,98;39,191985;7,89;1.548,29;0,60;;2,26;;;5.759.698.063,46;2,00;Ativa;3.720.045,00
PCAS11;0,00;;0,00;6.483,41;;;0,27;;;453.838.531,92;50,00;Passiva;70.000,00
PEMA11;42,99;0,640000;18,52;75,01;0,57;960,93;1,01;;;41.405.734,10;389,00;Ativa;552.000,00
PLCR11;84,59;1,000000;15,01;92,00;0,92;418.713,50;11,08;18,67;1,06;194.040.232,80;14.232,00;Ativa;2.109.169,00
PLRI11;19,01;0,049434;8,51;31,27;0,65;11.528,54;1,10;-15,05;-20,04;29.841.039,48;767,00;Ativa;954.304,00
PNDL11;1.298,00;;0,00;947,11;1,37;1.261.244,25;14,84;;;73.494.654,05;56,00;Ativa;77.599,00
PNLN11;0,00;;0,00;47,20;;;39,89;;;775.534,20;51,00;Ativa;16.432,00
PNPR11;100,00;;0,00;104,31;0,96;2.161.400,00;0,54;;;90.832.151,64;23,00;Ativa;870.791,00
PNRC11;0,00;0,850000;0,00;101,09;;;1,48;;;41.456.590,59;60,00;Ativa;410.100,00
PORD11;88,48;1,050000;15,26;98,28;0,89;864.782,20;15,75;9,32;-2,37;366.429.299,13;24.233,00;Ativa;3.728.375,00
PQAG11;52,70;0,440000;9,85;57,32;0,92;3.970,00;0,04;-11,09;;801.974.996,18;475,00;Ativa;13.991.890,00
PQDP11;1.742,00;16,589572;11,87;3.120,73;0,56;117.529,07;2,08;20,99;-17,42;766.179.605,83;4.024,00;Passiva;245.513,00
PRSN11B;1,50;0,171678;11,45;4,76;0,32;227,28;20,12;;-27,89;15.378.787,72;763,00;Ativa;3.231.246,00
PRSV11;92,00;1,620000;0,00;215,04;0,43;1.228,36;8,63;28,92;-34,14;41.932.092,28;1.001,00;Passiva;195.000,00
PRTS11;117,70;0,054870;0,00;0,06;1.961,67;;103,36;;;3.111.607,44;11,00;Ativa;55.727.500,00
PRZS11;0,00;;0,00;149,50;;;0,06;;;103.628.456,81;20,00;Ativa;693.186,00
PVBI11;93,70;0,610000;7,50;102,16;0,92;4.047.102,20;1,39;;;1.240.445.068,93;99.445,00;Ativa;12.142.208,00
QAGR11;45,79;0,420000;10,81;55,84;0,82;221.343,40;1,54;2,61;-19,25;281.423.615,21;23.589,00;Ativa;5.040.000,00
QAMI11;77,87;1,000000;14,85;93,06;0,82;29.146,43;5,68;;;74.576.289,51;1.425,00;Ativa;801.398,00
QIRI11;78,04;0,660000;2,67;89,61;0,87;6.867,57;100,31;;;13.441.852,95;173,00;Ativa;150.000,00
RBBV11;100,00;0,224057;0,00;100,84;0,99;;1,01;75,40;3,21;126.470.249,69;3.475,00;Passiva;1.254.164,00
RBCB11;19,00;0,300000;0,00;0,00;;;;-15,04;;0,00;462,00;Ativa;53.100,00
RBDS11;2,90;2,354143;0,00;19,73;0,15;1.055,93;28,85;18,99;-57,43;2.495.968,85;935,00;Ativa;126.523,00
RBED11;125,99;1,260000;11,79;144,20;0,87;222.032,60;7,80;6,86;-9,28;339.600.654,99;12.727,00;Ativa;2.355.022,00
RBFF11;56,15;0,510000;10,78;62,85;0,89;264.359,03;3,27;-0,17;-8,07;235.625.864,01;19.456,00;Ativa;3.749.215,00
RBGS11;28,45;0,176600;0,00;90,78;0,31;;0,52;4,91;-11,61;97.865.283,71;2.808,00;Passiva;1.078.000,00
RBHG11;83,50;1,050000;16,38;92,97;0,90;740.021,70;6,69;24,90;0,47;160.617.984,10;7.832,00;Ativa;1.727.582,00
RBHY11;93,60;1,200000;16,42;94,52;0,99;439.689,43;2,02;;;178.970.713,33;3.650,00;Ativa;1.893.505,00
RBIR11;82,00;0,363246;1,86;93,39;0,88;28.438,59;0,79;;0,20;142.751.378,05;1.418,00;Ativa;1.528.615,00
RBLG11;91,03;0,880000;11,42;96,90;0,94;1.334,18;1,69;;;62.034.640,12;187,00;Ativa;640.199,00
RBOP11;500,00;8,250000;24,22;771,34;0,65;65.218,00;7,11;9,73;-26,72;78.417.993,59;3.709,00;Ativa;101.664,00
RBRD11;37,55;0,320000;9,79;66,18;0,57;33.025,63;3,46;-43,19;-25,39;122.553.365,45;9.386,00;Passiva;1.851.786,00
RBRF11;73,22;0,630000;10,36;78,99;0,93;2.887.944,43;0,72;-0,66;-8,98;1.080.661.353,10;97.326,00;Ativa;13.680.770,00
RBRI11;995,00;35,620000;0,00;1.202,86;0,83;6.633,33;0,22;;;164.144.302,99;86,00;;136.462,00
RBRL11;86,89;0,670000;8,83;105,47;0,82;510.908,23;0,86;-2,35;-8,92;705.260.987,64;10.810,00;Ativa;6.687.035,00
RBRM11;94.794,81;2.002,089652;22,53;46.946,38;2,02;;1,15;;;25.304.098,40;54,00;;539,00
RBRP11;53,69;0,270000;7,49;78,44;0,68;1.080.086,67;1,49;-12,81;-15,44;955.340.970,30;91.203,00;Ativa;12.179.186,00
RBRR11;90,20;1,000000;12,49;94,28;0,96;4.003.033,80;3,96;16,68;-3,99;1.267.050.406,14;131.118,00;Ativa;13.438.908,00
RBRS11;55,51;0,400000;9,69;94,21;0,57;21.539,03;2,46;;;163.380.278,77;1.233,00;Ativa;1.734.299,00
RBRU11;0,00;;0,00;;;;;;;;;;0,00
RBRX11;89,62;1,170000;16,95;93,74;0,95;420.355,93;0,74;;;176.297.060,28;3.850,00;Ativa;1.880.688,00
RBRY11;97,12;1,250000;14,58;98,78;0,98;1.368.237,20;14,50;18,94;-0,73;547.933.415,65;31.887,00;Ativa;5.546.804,00
RBTS11;1.121,00;22,998673;30,29;865,56;1,30;22.420,00;3,82;;;48.925.599,22;57,00;Ativa;56.525,00
RBVA11;99,57;0,950000;12,21;108,07;0,92;865.841,20;0,39;4,99;-10,76;1.252.345.411,01;45.857,00;Ativa;11.588.199,00
RBVO11;8,91;0,010000;2,82;17,52;0,50;3.945,77;5,86;-35,83;-26,41;9.039.223,38;2.677,00;;515.824,00
RCFA11;2,55;;0,00;17,38;0,15;1.236,10;0,02;;28,01;10.145.876,74;278,00;Passiva;583.926,00
RCFF11;90,00;1,231214;3,31;90,43;1,00;7.356,29;16,39;;;29.225.510,11;86,00;Ativa;323.200,00
RCKF11;0,00;;0,00;;;;;;;;;;1.500.000,00
RCRB11;136,00;0,740000;6,50;207,61;0,65;724.350,60;1,61;-3,61;-8,99;766.230.804,16;28.370,00;Ativa;3.690.695,00
RCRI11B;1.200,00;12,481836;0,00;365,40;3,28;;70,80;;;18.639.596,10;149,00;Ativa;51.012,00
RDPD11;22,96;0,310000;20,86;23,12;0,99;98.337,21;1,24;4,17;-34,01;24.925.875,98;2.068,00;Ativa;1.078.042,00
RECH11;0,00;;0,00;;;;;;;;;;0,00
RECR11;85,10;1,225400;13,01;95,35;0,89;4.567.196,03;1,65;-6,70;-5,31;2.521.296.894,25;185.842,00;Ativa;26.441.650,00
RECT11;51,26;0,400000;11,86;92,57;0,55;667.987,53;0,18;-10,46;-19,93;790.838.299,16;74.462,00;Ativa;8.543.493,00
RECX11;66,48;0,600000;12,79;70,48;0,95;6.574,23;0,91;;;15.386.170,44;667,00;Ativa;218.313,00
REIT11;178,00;1,420000;17,88;294,78;0,60;178,00;6,24;;-47,06;7.750.036,83;68,00;Ativa;26.291,00
RELG11;59,84;0,700000;11,43;122,55;0,49;115.118,03;0,56;;;163.546.012,29;7.395,00;Ativa;1.334.562,00
RFOF11;74,59;0,700000;11,45;80,60;0,92;74.499,87;7,02;8,70;-3,88;86.902.246,74;5.069,00;Ativa;1.078.164,00
RINV11;106,30;1,050000;4,31;96,97;1,10;127.393,70;5,37;;;29.102.548,91;174,00;Ativa;300.129,00
RMAI11;48,10;0,260000;6,50;100,20;0,48;65.219,46;0,58;;;244.857.914,30;1.185,00;Ativa;2.443.800,00
RNDP11;117,00;0,700000;15,79;179,82;0,65;6.338,67;1,84;-24,90;-49,42;19.327.732,19;1.146,00;Ativa;107.481,00
RNGO11;48,32;0,400000;10,50;86,50;0,56;79.789,73;1,67;0,00;-14,60;231.460.944,74;11.501,00;Passiva;2.676.000,00
ROOF11;655,99;41,715400;13,37;652,40;1,01;131.578,00;6,57;;;50.557.436,28;74,00;Ativa;77.495,00
RPRI11;98,02;1,300000;14,50;101,41;0,99;484.053,60;3,23;;;227.346.026,76;2.786,00;Ativa;2.241.755,00
RRCI11;82,72;1,000000;14,93;92,35;0,91;42.472,13;1,56;;;44.490.796,01;2.254,00;Ativa;481.757,00
RSPD11;1.125,00;8,370450;3,86;1.037,21;1,08;;0,92;;;154.555.664,31;105,00;Ativa;149.011,00
RVBI11;79,80;0,750000;11,25;82,32;0,97;138.865,63;1,23;5,47;-2,34;118.541.139,94;12.143,00;Ativa;1.440.000,00
RZAK11;95,14;1,300000;18,07;93,01;1,02;3.764.795,30;2,73;;;819.231.345,56;44.894,00;Ativa;8.807.885,00
RZAT11;96,00;1,320000;13,00;100,19;0,96;765.299,10;0,12;-17,03;-54,23;371.508.637,14;38.003,00;Ativa;3.708.168,00
RZDM11;550,16;2,460000;1,03;543,95;1,01;20.710.244,33;3,82;;;87.032.185,72;3,00;Ativa;160.000,00
RZTR11;91,94;0,850000;13,74;95,37;0,96;2.125.179,50;3,49;;;1.053.603.355,06;86.947,00;Ativa;11.048.018,00
SACL11;0,00;;0,00;;;;;;;;;;0,00
SADI11;83,50;1,000000;14,97;97,02;0,86;263.374,17;2,88;72,76;4,42;308.549.672,66;9.385,00;Ativa;3.180.207,00
SAIC11B;37,88;0,662215;0,00;55,64;0,68;2.159,00;3,85;;-1,80;79.547.984,27;50,00;Passiva;1.429.740,00
SALI11;0,00;;0,00;101,50;;;4,52;;;8.076.149,36;1,00;Passiva;79.565,00
SARE11;65,20;0,600000;11,80;93,46;0,70;1.701.120,40;8,02;17,20;-9,24;863.034.366,71;39.660,00;Ativa;9.234.329,00
SBCL11;0,00;;0,00;954,36;;;141,61;;;28.630.723,33;2,00;Ativa;30.000,00
SCPF11;5,20;0,017000;4,88;11,73;0,44;3.718,63;2,27;-16,85;-17,53;49.259.486,19;5.154,00;Ativa;4.200.000,00
SDIL11;94,06;0,830000;10,24;96,54;0,98;936.435,40;1,47;12,21;-3,08;617.409.557,14;64.440,00;Ativa;6.395.050,00
SEED11;98,99;1,150000;12,09;81,23;1,22;156.159,50;1,61;;;133.225.140,83;120,00;Ativa;1.640.000,00
SEQR11;59,97;0,690400;13,56;93,29;0,64;210.096,47;1,72;;;150.066.944,79;4.921,00;Ativa;1.608.552,00
SFND11;83,07;4,250000;0,00;8,95;9,28;;11,60;116,69;;8.786.921,73;54,00;Passiva;981.472,00
SFRO11;0,00;;0,00;5,93;;;102,53;;;5.191.438,53;20,00;Passiva;875.758,00
SHDP11B;0,00;7,410672;0,00;1.289,04;;;1,95;23,62;;1.892.039.967,68;3,00;Passiva;1.467.793,00
SHOP11;68,00;;0,00;48,28;1,41;118,43;2,74;;;71.511.940,32;30,00;Ativa;1.481.266,00
SHPH11;702,01;4,200000;6,34;895,27;0,78;146.980,00;1,41;11,09;-5,67;545.173.495,00;2.544,00;Passiva;608.950,00
SHSO11;0,00;1,030000;0,00;95,54;;;4,72;;;19.108.755,50;1,00;Ativa;200.000,00
SIGR11;100,00;1,201282;7,62;99,48;1,01;499.900,00;22,96;;;38.735.226,17;53,00;Ativa;389.395,00
SJAU11;84,51;;0,00;95,97;0,94;3.783,20;0,11;;;761.273.842,41;148,00;Passiva;7.932.248,00
SNCI11;100,00;1,100000;13,22;97,83;1,02;642.076,90;3,02;;;410.906.844,99;43.931,00;Ativa;4.200.000,00
SNEL11;100,00;;0,00;95,70;1,04;;5,77;;;47.852.147,36;3.363,00;Ativa;500.026,00
SNFF11;88,65;0,650000;10,60;85,63;1,02;305.544,87;3,85;;;242.323.862,81;32.096,00;Ativa;2.830.000,00
SNLG11;35,84;0,350000;8,21;61,48;0,58;51.320,47;29,08;;;116.088.485,68;3.712,00;Ativa;1.888.174,00
SOLR11;1.128,06;4,770765;7,05;927,53;1,22;1.058,50;0,42;;;58.325.769,69;52,00;Ativa;62.883,00
SPAF11;0,00;2,675892;0,00;1.008,07;;;0,88;37,46;;11.360.934,46;1,00;Ativa;11.270,00
SPDE11;0,00;;0,00;972,41;;;30,04;;;39.985.539,37;78,00;Ativa;41.120,00
SPMO11;99,00;0,430000;0,43;115,17;0,86;327,67;0,03;;;208.191.444,61;6,00;Ativa;1.807.730,00
SPTW11;40,05;0,420000;12,33;55,94;0,72;109.969,23;6,32;-28,93;-16,28;100.574.265,17;30.977,00;Passiva;1.798.000,00
SPVJ11;0,00;0,670000;0,00;116,32;;;1,25;-1,35;;734.206.683,07;27,00;Ativa;6.312.090,00
SPXS11;94,94;1,150000;8,39;95,15;0,99;377.031,93;12,63;;;117.818.245,96;2.025,00;Ativa;1.238.196,00
SRVD11;5,75;0,200000;0,00;0,01;573,00;112,75;113,79;;;650.872,70;101,00;Ativa;96.286.020,00
STRX11;8,52;0,750000;107,86;164,01;0,05;;0,67;-72,77;;264.632.033,44;55,00;Ativa;1.613.559,00
TBOF11;15,56;0,822740;0,00;0,21;74,10;;492,15;74,62;;2.097.587,74;9.180,00;Passiva;10.050.000,00
TCIN11;132,91;;0,00;125,95;1,06;259.144,67;0,01;;;104.686.234,36;121,00;Ativa;831.197,00
TCPF11;1,26;1,920000;1.680,16;129,07;0,01;;6,22;;;38.377.218,88;51,00;Ativa;297.327,00
TELD11;0,00;;0,00;23,52;;;4,52;;;11.048.985,44;2,00;Ativa;469.760,00
TELF11;0,00;;0,00;;;;;;;;;;0,00
TELM11;0,00;;0,00;;;;;;;;;;500.000,00
TEPP11;80,84;0,550000;7,53;95,30;0,84;951.310,23;2,16;1,36;-4,94;402.366.364,33;10.711,00;Ativa;4.221.967,00
TFOF11;138,00;2,370000;0,00;121,20;1,14;;13,36;29,98;-0,05;103.080.374,68;3.278,00;Ativa;850.530,00
TGAR11;119,25;1,360000;14,35;127,04;0,95;3.461.246,13;0,16;7,11;-0,77;1.751.200.619,61;103.902,00;Ativa;13.784.500,00
THRA11;138,50;0,130000;0,00;9,54;14,52;;140,47;90,73;-0,36;14.050.683,35;2.084,00;Passiva;1.472.728,00
TJKB11;271,35;2,440000;10,94;267,14;1,02;12.166,00;0,08;;;202.216.206,32;73,00;Ativa;756.974,00
TORD11;3,91;0,050000;15,98;12,35;0,32;290.897,37;0,11;;-30,53;432.906.018,09;105.680,00;Ativa;35.051.354,00
TORM13;142,00;10,562960;0,00;0,00;;;;;;0,00;0,00;Ativa;0,00
TOUR11;8,80;0,242328;0,00;0,00;;;;;-56,64;0,00;0,00;Ativa;0,00
TRNT11;114,00;0,400000;3,75;196,68;0,58;63.823,50;0,64;-6,00;-15,14;774.030.060,31;713,00;Passiva;3.935.562,00
TRXB11;128,00;0,920000;8,70;115,07;1,11;765.894,88;1,99;;;329.221.066,49;190,00;Passiva;2.860.950,00
TRXF11;105,05;0,850000;10,26;102,08;1,03;3.887.183,23;0,56;11,67;1,07;1.224.225.996,70;91.345,00;Ativa;11.992.687,00
TSER11;100,00;0,960000;11,16;102,87;0,97;1.535,86;1,82;;;123.953.118,00;26,00;Ativa;1.205.000,00
TSNC11;0,00;0,625958;0,00;87,96;;;7,73;-23,66;;95.595.911,59;66,00;Ativa;1.086.780,00
TSNM11;0,00;;0,00;;;;;;;;;;3.500.000,00
URPR11;94,48;1,330000;16,89;100,01;0,94;2.237.849,37;7,33;-12,24;;1.167.584.952,48;92.462,00;Ativa;11.675.248,00
VCJR11;91,19;1,250000;11,44;95,50;0,95;2.214.891,70;5,20;5,76;-0,78;1.406.109.748,02;17.502,00;Ativa;14.723.970,00
VCRI11;8,48;0,110000;17,36;9,54;0,88;358.911,30;4,20;;;169.574.392,58;7.383,00;Ativa;17.773.297,00
VCRR11;77,80;0,700000;10,42;128,41;0,61;166.363,97;2,07;;;256.829.326,11;3.521,00;Ativa;2.000.000,00
VDSV11;0,00;;0,00;952,85;;;26,76;;;13.052.109,22;198,00;Ativa;13.698,00
VERE11;233,49;1,440000;14,13;365,57;0,64;;1,26;3,79;;208.714.217,04;53,00;Ativa;570.920,00
VGHF11;9,23;0,110000;13,69;9,16;1,01;2.020.655,20;1,39;;;667.492.115,90;249.635,00;Ativa;72.889.247,00
