TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
NXRT;39,57;4,14;-119,58;2,08;0,46;61,65;23,07;-3,12;5,92;41,98;25,83;3,33;3,73;;-0,46;;-1,74;-0,39;2,91;0,22;0,77;0,12;12,85;-47,17;;19,02;-0,33;;1.015.275.189,00
NYC;7,36;;-0,38;0,06;0,02;36,24;-39,66;-69,20;3,45;-15,56;-14,89;1,29;0,27;;-0,02;;-15,06;-5,62;-3,68;0,37;0,63;0,08;1,86;;;127,46;-19,20;;16.950.080,00
NYMT;9,02;9,98;-3,84;0,47;0,13;0,00;-41,02;-90,55;28,87;-10,19;-1,71;0,10;3,48;;-0,13;;-12,33;-3,47;-3,87;0,28;0,71;0,04;-22,50;;;19,06;-2,35;;822.444.502,00
NYMTM;22,01;8,94;-9,37;1,16;0,33;0,00;-41,02;-90,55;70,44;-10,19;-1,71;0,10;8,48;;-0,33;;-12,33;-3,47;-3,87;0,28;0,71;0,04;-22,50;;;19,06;-2,35;;822.444.502,00
NYMTN;20,55;9,73;-8,75;1,08;0,30;0,00;-41,02;-90,55;65,77;-10,19;-1,71;0,10;7,92;;-0,30;;-12,33;-3,47;-3,87;0,28;0,71;0,04;-22,50;;;19,06;-2,35;;822.444.502,00
NYMTO;25,06;;-10,67;1,32;0,37;0,00;-41,02;-90,55;80,20;-10,19;-1,71;0,10;9,66;;-0,37;;-12,33;-3,47;-3,87;0,28;0,71;0,04;-22,50;;;19,06;-2,35;;822.444.502,00
NYMTP;25,32;;-10,78;1,33;0,37;0,00;-41,02;-90,55;81,03;-10,19;-1,71;0,10;9,76;;-0,37;;-12,33;-3,47;-3,87;0,28;0,71;0,04;-22,50;;;19,06;-2,35;;822.444.502,00
O;58,82;5,13;44,24;1,35;0,77;93,01;53,20;25,71;11,20;31,50;10,11;0,64;11,38;;-0,77;;3,06;1,75;3,75;0,57;0,43;0,07;22,43;22,04;;43,46;1,33;;39.598.947.450,00
OFC;25,75;4,35;15,05;1,68;0,69;31,49;36,74;27,07;7,03;19,29;8,20;1,24;4,07;;-0,69;;11,15;4,61;6,71;0,41;0,58;0,17;3,82;21,07;;15,34;1,71;;2.897.232.925,00
OHI;31,30;8,56;26,84;2,10;0,79;98,12;60,17;32,26;8,69;24,28;9,89;1,44;8,66;;-0,79;;7,81;2,94;5,78;0,38;0,62;0,09;-0,67;53,76;;14,92;1,17;;7.335.261.420,00
OLP;20,08;8,96;11,20;1,37;0,56;82,97;75,39;40,85;4,26;11,63;5,56;1,25;4,57;;-0,56;;12,19;4,96;9,65;0,41;0,59;0,12;3,97;11,80;;14,71;1,79;;428.232.104,00
ONL;6,18;6,47;-3,61;0,37;0,23;69,99;-32,08;-47,33;5,50;-12,96;-7,64;0,52;1,71;;-0,23;;-10,13;-6,28;-4,44;0,62;0,38;0,13;;;;16,92;-1,71;;350.182.902,00
OPI;7,41;21,59;52,54;0,26;0,09;84,44;20,65;1,27;1,07;25,33;22,10;1,81;0,67;;-0,09;;0,50;0,17;2,89;0,34;0,66;0,13;11,86;;;27,98;0,14;;360.034.857,00
OPINI;25,04;;177,56;0,89;0,30;84,44;20,65;1,27;3,62;25,33;22,10;1,81;2,26;;-0,30;;0,50;0,17;2,89;0,34;0,66;0,13;11,86;;;27,98;0,14;;360.034.857,00
OPINL;13,24;12,04;93,89;0,47;0,16;84,44;20,65;1,27;1,92;25,33;22,10;1,81;1,19;;-0,16;;0,50;0,17;2,89;0,34;0,66;0,13;11,86;;;27,98;0,14;;360.034.857,00
ORC;10,06;19,09;-3,71;0,87;0,09;;;;-79,92;765,85;845,77;-9,23;;;-0,09;;-23,53;-2,49;-1,05;0,11;0,89;0,00;;;;11,53;-2,71;;393.697.094,00
OUT;14,50;8,28;20,09;2,10;0,40;47,94;14,96;6,64;5,48;18,96;10,05;2,37;1,33;-9,40;-0,42;0,57;10,44;1,97;6,61;0,19;0,79;0,30;3,11;3,29;;6,91;0,72;;2.392.310.050,00
PCH;51,29;5,34;22,00;1,84;1,17;27,69;20,45;15,82;11,67;19,96;2,94;0,32;3,48;11,95;-1,35;3,78;8,36;5,32;6,47;0,64;0,36;0,34;14,42;31,03;;27,88;2,33;;4.098.886.511,00
PEAK;21,48;5,59;21,53;1,78;0,75;100,00;36,31;26,44;8,43;24,12;8,45;0,96;5,69;;-0,75;;8,26;3,50;5,70;0,42;0,57;0,13;2,60;3,86;;12,08;1,00;;11.749.467.636,00
PEB;14,50;0,28;-53,68;0,61;0,29;35,85;6,83;-2,31;5,10;40,96;22,80;0,77;1,24;-0,66;-0,31;0,12;-1,14;-0,55;1,85;0,48;0,52;0,24;12,59;;;23,68;-0,27;;1.785.153.000,00
PEI;2,45;;-0,09;-0,17;0,01;56,71;-5,82;-47,01;0,13;-100,37;-99,61;;0,04;;-0,01;;-178,73;-7,49;-1,03;-0,04;1,04;0,16;-5,81;;;-14,72;-26,31;;13.155.275,00
PGRE;4,84;5,53;-42,23;0,30;0,12;100,00;16,52;-3,34;2,77;35,61;27,06;0,93;1,41;;-0,12;;-0,70;-0,29;1,62;0,42;0,58;0,09;0,59;;;16,40;-0,11;;1.051.304.628,00
PINE;16,97;6,48;13,21;0,88;0,42;100,00;68,48;39,47;4,21;14,73;7,12;0,82;5,21;;-0,42;;6,66;3,19;6,00;0,48;0,52;0,08;;;;19,29;1,28;;238.426.803,00
PK;12,85;4,36;11,00;0,65;0,29;65,58;19,06;9,44;3,54;12,70;7,25;0,87;1,04;3,96;-0,33;2,94;5,95;2,64;5,76;0,44;0,56;0,28;-2,17;-42,71;;19,65;1,17;;2.770.844.215,00
PLD;123,47;2,69;34,79;2,13;1,23;81,09;53,17;42,44;17,87;34,49;6,72;0,52;14,77;;-1,23;;6,13;3,55;4,83;0,58;0,42;0,08;17,94;15,43;;57,90;3,55;;114.020.347.020,00
PLYM;22,45;3,96;-61,24;2,14;0,64;69,24;10,20;-8,30;8,35;95,53;45,72;1,97;5,08;;-0,64;;-3,50;-1,05;1,41;0,30;0,67;0,13;49,21;;;10,47;-0,37;;966.043.705,00
PMT;12,27;13,61;-43,27;0,55;0,07;78,06;158,71;-7,70;;-0,96;-3,05;-0,79;3,33;;-0,07;;-1,26;-0,16;7,98;0,13;0,87;0,02;;;;22,51;-0,28;;1.074.317.028,00
PSA;286,30;3,49;12,14;5,01;2,88;74,90;53,71;96,35;15,73;24,46;2,68;0,62;11,70;;-2,88;;41,27;23,68;13,64;0,57;0,43;0,25;9,40;29,99;;57,14;23,58;;50.335.004.230,00
PSB;187,44;;11,84;2,91;2,39;70,28;137,87;98,58;7,34;8,33;-0,14;-0,05;11,68;;-2,39;;24,56;20,18;33,97;0,82;0,18;0,20;2,55;48,15;;64,43;15,82;;5.178.479.856,00
PSTL;14,92;6,32;82,36;1,34;0,58;76,52;19,82;6,38;10,87;45,31;18,81;0,95;5,25;;-0,58;;1,62;0,71;2,57;0,44;0,56;0,11;;;;11,17;0,18;;297.063.168,00
PW;1,60;;-0,34;0,15;0,06;86,18;-180,33;-211,14;-0,48;-2,89;-2,49;0,96;0,72;;-0,06;;-45,06;-18,56;-18,25;0,41;0,49;0,09;33,86;;;10,42;-4,70;;5.423.520,00
QTS;77,95;;1.850,29;2,85;1,39;66,15;7,08;0,55;23,05;183,57;38,62;0,76;10,27;;-1,39;;0,15;0,07;1,09;0,49;0,51;0,14;11,64;-4,79;;27,33;0,04;;6.009.726.740,00
RC;11,05;14,66;7,75;0,69;0,11;;;;1,73;7,17;5,39;2,08;;;-0,11;;8,87;1,37;11,89;0,15;0,84;0,00;;36,60;;16,07;1,43;;1.223.739.985,00
RCA;24,94;7,02;17,49;1,55;0,24;;;;3,91;7,17;5,39;2,08;;;-0,24;;8,87;1,37;11,89;0,15;0,84;0,00;;36,60;;16,07;1,43;;1.223.739.985,00
RCB;23,43;6,62;16,43;1,46;0,22;;;;3,67;7,17;5,39;2,08;;;-0,22;;8,87;1,37;11,89;0,15;0,84;0,00;;36,60;;16,07;1,43;;1.223.739.985,00
RCP;25,23;;17,69;1,57;0,24;;;;3,95;7,17;5,39;2,08;;;-0,24;;8,87;1,37;11,89;0,15;0,84;0,00;;36,60;;16,07;1,43;;1.223.739.985,00
REG;66,00;3,90;29,32;1,86;1,04;71,57;38,48;31,08;14,36;31,55;7,87;0,62;9,11;;-1,04;;6,35;3,56;4,83;0,56;0,44;0,11;4,46;38,92;;35,42;2,25;;11.285.868.000,00
REXR;53,62;2,59;59,22;1,54;1,08;76,59;35,41;25,93;24,54;52,04;8,68;0,31;15,35;;-1,08;;2,60;1,83;2,68;0,70;0,30;0,07;31,44;32,71;;34,82;0,91;;11.069.403.954,00
RHP;90,17;2,33;25,04;54,09;1,33;46,64;21,03;10,75;8,52;18,65;5,84;24,65;2,69;-2,04;-1,65;0,22;215,99;5,33;12,80;0,02;0,90;0,50;8,80;-7,69;;1,67;3,60;;5.382.373.538,00
RITM;10,01;9,99;16,43;0,70;0,15;100,00;75,49;15,81;3,70;12,37;8,93;1,82;2,60;;-0,15;;4,27;0,92;4,46;0,22;0,78;0,06;43,31;-0,59;;14,27;0,61;;4.835.007.177,00
RLJ;9,73;2,67;36,26;0,65;0,31;63,30;12,85;3,37;4,10;20,06;10,54;0,72;1,22;;-0,31;;1,79;0,87;3,50;0,48;0,52;0,26;-2,52;-10,94;;14,95;0,27;;1.548.532.419,00
ROIC;14,99;4,00;40,37;1,46;0,63;100,00;36,05;14,64;8,60;28,23;11,83;1,06;5,91;-1,28;-0,66;0,08;3,62;1,57;4,33;0,43;0,57;0,11;2,75;6,16;;10,25;0,37;;1.889.113.251,00
RPAI;13,15;;143,60;1,79;0,78;83,92;21,52;4,32;9,95;45,98;17,14;1,06;6,21;;-0,78;;1,25;0,54;2,95;0,44;0,56;0,13;-6,57;-33,92;;7,35;0,09;;2.824.592.385,00
RPT;10,54;5,12;12,26;0,97;0,47;74,05;54,86;34,85;4,73;11,44;3,65;0,45;4,27;;-0,47;;7,90;3,86;6,50;0,49;0,51;0,11;-3,87;4,01;;10,88;0,86;;913.668.332,00
RWT;7,35;11,56;-4,38;0,74;0,06;;;;2,13;9,15;6,82;2,16;;;-0,06;;-16,81;-1,46;7,59;0,09;0,91;0,00;;;;9,98;-1,68;;838.110.945,00
RYN;32,64;3,49;56,22;2,63;1,29;21,90;16,59;9,94;17,17;43,51;9,85;0,77;5,59;53,41;-1,36;1,94;4,68;2,30;4,14;0,49;0,51;0,23;2,09;-6,37;;12,42;0,58;;4.837.939.968,00
SAFE;23,20;3,05;10,95;0,69;0,25;98,85;97,89;50,10;5,26;18,05;12,44;1,54;5,49;;-0,25;;6,32;2,31;4,67;0,37;0,63;0,05;63,36;;;33,49;2,12;;1.483.438.160,00
SBAC;221,93;1,41;64,28;-4,56;2,28;74,71;32,08;13,91;15,04;42,51;14,64;;8,94;-143,77;-2,39;0,74;-7,10;3,55;10,51;-0,50;1,50;0,26;8,80;34,80;;-48,64;3,45;;24.043.763.042,00
SBRA;12,79;9,38;-23,16;0,99;0,53;100,00;13,74;-21,73;10,71;65,79;29,19;0,79;5,03;;-0,53;;-4,29;-2,30;1,47;0,54;0,46;0,11;8,50;;;12,87;-0,55;;2.956.985.329,00
SELF;5,21;5,57;20,98;1,20;0,86;65,17;29,55;22,75;10,84;19,17;3,01;0,22;4,77;;-0,86;;5,70;4,11;5,46;0,72;0,28;0,18;9,83;;;4,36;0,25;;58.059.719,00
SITC;13,93;3,73;18,34;1,43;0,72;69,27;44,95;28,54;6,30;18,67;7,02;0,86;5,24;;-0,72;;7,79;3,92;6,53;0,50;0,50;0,14;-9,73;;;9,74;0,76;;2.914.965.333,00
SKT;23,57;3,95;29,14;5,12;1,13;68,30;29,12;19,22;10,10;28,48;9,25;2,46;5,60;;-1,13;;17,56;3,89;6,74;0,22;0,78;0,20;-1,94;3,83;;4,61;0,81;;2.479.120.884,00
SLG;36,98;9,22;-18,42;0,53;0,19;61,45;-7,80;-14,99;12,29;-105,96;-70,57;1,06;2,76;;-0,19;;-2,90;-1,05;-0,66;0,36;0,60;0,07;-11,37;;;69,28;-2,01;;2.381.031.260,00
SNR;8,82;;-27,24;4,07;0,43;39,07;9,48;-8,40;;71,62;47,47;7,99;2,29;;-0,43;;-14,93;-1,56;1,84;0,10;0,88;0,19;-2,84;;;2,17;-0,32;;741.437.424,00
SOHO;2,12;;1,42;0,76;0,10;28,37;32,04;16,87;0,55;6,01;5,26;5,35;0,24;;-0,10;;53,57;7,09;14,50;0,13;0,87;0,42;1,49;136,15;;2,79;1,50;;40.938.896,00
SOHOB;24,02;6,24;16,06;8,60;1,14;28,37;32,04;16,87;6,23;6,01;5,26;5,35;2,71;;-1,14;;53,57;7,09;14,50;0,13;0,87;0,42;1,49;136,15;;2,79;1,50;;40.938.896,00
SOHON;24,65;6,28;16,48;8,83;1,17;28,37;32,04;16,87;6,39;6,01;5,26;5,35;2,78;;-1,17;;53,57;7,09;14,50;0,13;0,87;0,42;1,49;136,15;;2,79;1,50;;40.938.896,00
SOHOO;23,80;6,20;15,91;8,52;1,13;28,37;32,04;16,87;6,17;6,01;5,26;5,35;2,68;;-1,13;;53,57;7,09;14,50;0,13;0,87;0,42;1,49;136,15;;2,79;1,50;;40.938.896,00
SPG;118,63;6,07;17,95;12,92;1,17;81,14;47,86;40,43;10,08;24,70;9,54;8,13;7,26;;-1,17;;71,96;6,49;8,95;0,09;0,90;0,16;-0,87;1,89;;9,19;6,61;;38.791.594.795,00
SQFT;0,87;9,89;-4,49;0,25;0,06;66,32;35,57;-13,26;0,87;15,91;14,23;2,15;0,59;;-0,06;;-5,63;-1,30;3,61;0,23;0,68;0,10;-11,85;;;3,44;-0,19;;10.296.711,00
SRC;39,03;6,79;17,49;1,21;0,65;100,00;62,12;43,36;7,22;20,21;8,00;0,79;7,58;;-0,65;;6,92;3,72;5,52;0,54;0,46;0,09;10,59;29,92;;32,23;2,23;;5.514.806.298,00
STAG;35,57;4,12;32,89;1,90;1,04;80,41;42,07;28,45;11,35;30,85;8,61;0,73;9,36;;-1,04;;5,76;3,18;4,90;0,55;0,45;0,11;16,90;41,66;;18,77;1,08;;6.380.432.776,00
STAR;7,63;30,38;1,62;0,47;0,20;56,18;-68,15;282,90;-7,30;-9,15;-2,44;0,17;4,58;;-0,20;;29,08;12,59;-3,21;0,43;0,57;0,04;-24,05;19,12;;16,22;4,72;;662.558.680,00
STOR;32,22;1,27;28,36;1,70;0,87;100,00;61,20;38,95;10,98;27,57;9,52;0,90;11,05;;-0,87;;6,01;3,06;4,94;0,51;0,49;0,08;15,41;16,82;;18,91;1,14;;9.108.136.476,00
STWD;20,30;9,46;10,58;0,99;0,08;-6,08;952,43;341,00;3,70;4,93;1,15;0,30;36,08;;-0,08;;9,38;0,77;18,17;0,08;0,91;0,00;-10,38;16,81;;20,45;1,92;;6.335.433.090,00
SUI;129,69;2,79;76,39;2,10;0,93;47,33;16,77;6,96;31,73;47,11;15,38;1,02;5,32;;-0,93;;2,75;1,22;3,24;0,44;0,54;0,17;24,46;30,06;;61,82;1,70;;16.134.486.489,00
SVC;8,21;9,74;101,43;0,98;0,18;34,86;17,97;0,71;1,79;19,52;15,54;3,84;0,72;;-0,18;;0,97;0,18;4,75;0,18;0,82;0,25;-3,02;;;8,35;0,08;;1.358.311.660,00
TCI;33,95;;0,64;0,36;0,26;49,66;288,76;1.127,38;2,24;1,78;-0,73;-0,10;7,23;;-0,26;;55,56;40,51;1,28;0,73;0,27;0,04;-21,78;;;95,26;52,93;;293.304.235,00
TCO;0,00;;;;;73,09;0,57;-10,09;;1.084,74;1.084,74;;;;;;-61,10;-1,29;0,04;-0,02;1,02;0,13;;;;;;;0,00
TRMT;5,22;;6,68;0,48;0,18;;;;4,25;3,13;-0,75;-0,09;;;-0,18;;7,23;2,63;12,33;0,36;0,64;0,00;;;;10,81;0,78;;43.390.206,00
TRNO;59,31;2,70;24,59;1,90;1,38;75,45;79,43;70,01;17,54;25,13;3,45;0,30;17,22;;-1,38;;7,72;5,61;6,70;0,73;0,27;0,08;15,83;30,12;;31,23;2,41;;4.938.037.911,00
TRTX;7,10;13,52;-6,58;0,42;0,10;100,00;2.085,06;-1.316,16;4,14;2,93;-1,22;-0,12;86,56;;-0,10;;-6,38;-1,55;10,07;0,24;0,76;0,00;10,92;;;16,91;-1,08;;549.639.400,00
TWO;13,17;13,82;-4,45;0,51;0,08;;;;4,62;12,15;6,11;0,51;;;-0,08;;-11,38;-1,83;3,24;0,16;0,84;0,00;;-8,77;;26,00;-2,96;;1.137.553.482,00
UBA;22,84;4,14;35,16;1,60;0,91;66,54;37,89;17,63;10,45;22,27;5,90;0,58;6,20;;-0,91;;4,55;2,59;6,11;0,57;0,37;0,15;2,98;-5,59;;14,27;0,65;;898.310.904,00
UBP;22,66;3,76;34,88;1,59;0,90;66,54;37,89;17,63;10,37;22,27;5,90;0,58;6,15;;-0,90;;4,55;2,59;6,11;0,57;0,37;0,15;2,98;-5,59;;14,27;0,65;;898.310.904,00
UDR;40,24;3,98;29,97;3,22;1,19;65,68;40,69;27,71;9,70;28,81;8,40;1,32;8,30;;-1,19;;10,73;3,99;6,74;0,37;0,54;0,14;8,79;-6,49;;12,52;1,34;;13.245.913.472,00
UHT;47,74;5,99;32,70;2,97;1,09;94,36;33,90;21,99;11,35;32,16;10,95;1,53;7,19;;-1,09;;9,07;3,34;5,45;0,37;0,63;0,15;4,61;-14,29;;16,09;1,46;;659.007.734,00
UMH;16,21;5,00;-75,07;1,67;0,72;51,98;9,65;-6,48;13,68;87,67;37,23;1,23;4,87;;-0,72;;-2,23;-0,96;1,45;0,43;0,57;0,15;11,69;;;9,69;-0,22;;985.245.421,00
UNIT;5,00;12,00;-14,76;-0,51;0,24;100,00;28,86;-7,08;1,81;19,80;16,17;;1,05;;-0,24;;-3,47;-1,62;10,15;-0,47;1,47;0,23;4,27;;;-9,75;-0,34;;1.192.866.000,00
VER;50,30;;51,85;1,83;0,92;89,60;40,92;19,16;12,46;26,51;2,23;0,17;9,93;;-0,92;;3,53;1,77;6,38;0,50;0,50;0,09;-4,22;;;27,47;0,97;;11.526.224.880,00
VICI;30,99;5,03;14,51;1,31;0,74;100,00;88,93;65,04;10,48;16,03;5,42;0,67;9,44;;-0,74;;9,04;5,08;7,26;0,56;0,44;0,08;69,19;92,16;;23,62;2,14;;31.121.351.115,00
VNO;22,45;6,39;-10,40;0,76;0,26;50,87;-5,10;-22,97;10,28;-122,59;-75,75;1,22;2,39;;-0,26;;-7,28;-2,55;-0,79;0,35;0,62;0,11;-2,89;;;29,66;-2,16;;4.307.719.470,00
VTR;48,05;3,75;-292,08;1,92;0,80;44,06;9,09;-1,57;12,61;82,46;31,93;1,22;4,59;;-0,80;;-0,66;-0,27;1,63;0,42;0,57;0,17;2,91;;;24,99;-0,16;;19.222.488.990,00
WELL;83,89;2,91;397,59;2,04;1,08;37,68;12,12;1,78;19,96;78,61;20,10;0,70;7,09;;-1,08;;0,51;0,27;2,00;0,53;0,46;0,15;6,12;-21,96;;41,14;0,21;;41.695.947.368,00
WHLR;0,60;;-0,54;-0,29;0,01;66,25;31,72;-12,58;0,11;15,40;15,19;;0,07;;-0,01;;-53,86;-1,61;6,12;-0,03;0,88;0,13;5,54;;;-2,08;-1,12;;5.880.120,00
WHLRD;11,94;;-10,66;-5,74;0,17;66,25;31,72;-12,58;2,18;15,40;15,19;;1,34;;-0,17;;-53,86;-1,61;6,12;-0,03;0,88;0,13;5,54;;;-2,08;-1,12;;5.880.120,00
WHLRP;1,63;;-1,46;-0,78;0,02;66,25;31,72;-12,58;0,30;15,40;15,19;;0,18;;-0,02;;-53,86;-1,61;6,12;-0,03;0,88;0,13;5,54;;;-2,08;-1,12;;5.880.120,00
WMC;9,89;15,17;-1,05;0,60;0,02;;;;0,66;23,79;23,10;20,07;;;-0,02;;-57,03;-2,35;3,88;0,04;0,96;0,00;;;;16,46;-9,38;;59.715.820,00
WPC;66,75;6,39;19,39;1,54;0,76;88,73;64,94;47,26;8,83;21,79;7,68;0,84;9,16;;-0,76;;7,92;3,91;5,56;0,49;0,51;0,08;11,76;16,66;;43,49;3,44;;14.277.584.700,00
WPG;0,83;;-0,07;0,05;0,01;58,45;-26,37;-55,13;0,26;-7,32;-7,18;2,30;0,04;;-0,01;;-66,82;-7,43;-9,19;0,11;0,89;0,13;-10,66;;;18,33;-12,25;;20.301.468,00
WRI;31,44;;45,88;2,49;1,03;64,97;32,00;19,72;13,55;40,47;12,20;1,07;9,05;;-1,03;;5,42;2,25;4,15;0,41;0,59;0,11;-3,29;3,64;;12,64;0,69;;4.017.554.112,00
WSR;10,36;4,63;15,98;1,24;0,47;68,83;44,10;22,70;5,39;18,28;10,05;1,52;3,63;;-0,47;;7,76;2,93;5,87;0,38;0,62;0,13;2,05;33,45;;8,35;0,65;;512.047.144,00
WY;33,09;4,96;19,23;2,40;1,46;28,19;19,68;14,07;10,79;16,17;2,42;0,42;2,71;60,13;-1,67;1,24;12,50;7,60;10,07;0,61;0,39;0,54;7,19;26,43;;13,76;1,72;;24.231.674.640,00
XAN;4,34;;-0,17;0,12;0,02;94,60;13,85;-353,64;2,07;153,69;149,39;4,16;0,60;;-0,02;;-71,03;-12,47;0,49;0,18;0,82;0,04;-6,24;-3,96;;36,28;-25,77;;38.012.324,00
XHR;12,00;3,33;19,46;0,93;0,43;61,34;15,13;6,39;4,37;15,10;6,88;0,78;1,24;-1,14;-0,51;0,29;4,79;2,21;5,40;0,46;0,54;0,35;1,08;-10,77;;12,88;0,62;;1.313.834.400,00
