TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
A;133,42;0,64;29,96;7,07;3,63;54,55;24,29;19,09;23,55;24,59;1,02;0,31;5,72;18,51;-5,79;2,11;23,59;12,12;16,45;0,51;0,49;0,63;8,90;12,89;;18,97;4,47;;39.659.538.828,00
AA;39,19;1,02;-57,09;1,38;0,48;17,98;6,49;-0,99;8,69;10,43;1,74;0,28;0,56;3,13;-0,74;1,75;-2,42;-0,83;1,78;0,34;0,66;0,84;1,34;;;28,46;-0,69;;7.021.611.941,00
AACG;1,89;;-5,72;2,59;0,82;51,68;-31,49;-32,34;-5,88;-5,27;0,61;-0,27;1,85;-1,77;-0,96;0,23;-45,26;-14,39;-39,89;0,32;0,68;0,44;-13,28;;;0,73;-0,33;;59.302.341,00
AACQ;9,99;;-93,43;180,94;1,25;;;;-27,75;-27,74;0,01;-0,07;;2.094,26;-1,25;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQU;11,05;;-103,35;200,14;1,38;;;;-30,69;-27,74;0,01;-0,07;;2.316,47;-1,38;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQW;2,50;;-23,38;45,28;0,31;;;;-6,94;-27,74;0,01;-0,07;;524,09;-0,31;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AAL;13,87;;70,68;-1,55;0,14;57,93;4,39;0,26;4,18;16,15;11,97;;0,18;-1,44;-0,18;0,71;-2,19;0,20;7,00;-0,09;1,09;0,76;2,82;-37,02;;-8,90;0,19;;8.983.226.595,00
AAME;2,49;0,80;17,22;0,52;0,14;10,09;2,99;1,53;8,81;5,36;-3,45;-0,20;0,26;;-0,14;;3,01;0,82;4,79;0,27;0,73;0,53;3,74;10,18;;4,81;0,14;;50.714.328,00
AAN;9,48;4,84;-55,38;0,42;0,16;51,65;-0,22;-0,23;-60,07;-104,68;-44,10;0,31;0,13;-4,93;-0,29;0,94;-0,76;-0,28;-1,53;0,37;0,63;1,21;4,77;;;22,71;-0,17;;294.867.711,00
AAOI;2,43;;-1,06;0,38;0,17;15,09;-26,96;-29,80;-1,17;-3,06;-1,89;0,61;0,32;1,58;-0,31;1,32;-35,95;-16,26;-18,01;0,45;0,55;0,55;-10,24;;;6,37;-2,29;;70.694.608,00
AAON;89,20;0,61;47,67;8,53;5,88;26,73;14,01;11,29;38,42;38,98;0,52;0,12;5,38;23,51;-10,29;2,40;17,90;12,33;15,89;0,69;0,31;1,09;17,01;13,27;;10,48;1,88;;4.789.259.370,00
AAP;118,05;5,05;13,27;2,63;0,59;44,49;6,25;4,46;9,47;10,99;1,48;0,41;0,59;10,41;-1,18;1,13;19,81;4,42;14,56;0,22;0,78;0,99;3,54;1,09;;45,18;8,95;;7.068.993.388,00
AAPL;155,04;0,59;25,91;43,48;7,11;43,06;29,28;24,56;21,73;22,21;0,53;1,05;6,36;-289,85;-11,32;0,94;167,77;27,45;56,70;0,16;0,84;1,12;11,46;15,60;;3,59;6,02;;2.461.261.919.760,00
AAWW;102,48;;8,25;0,96;0,44;53,54;11,66;7,82;5,53;8,47;2,94;0,51;0,65;-63,29;-0,53;0,96;11,61;5,31;7,87;0,46;0,54;0,68;16,10;9,75;;107,04;12,43;;2.934.330.336,00
AB;35,08;8,40;14,58;;1,93;;;;;;;;;;-1,93;;;13,22;;0,00;0,00;0,00;;5,74;;0,00;2,41;;4.004.660.709,00
ABB;31,93;2,74;14,98;4,91;1,55;32,37;17,56;13,65;11,64;11,84;0,20;0,09;2,04;77,70;-2,90;1,04;32,76;10,36;24,67;0,32;0,68;0,76;3,17;2,26;;6,52;2,14;;59.676.828.783,00
ABBV;153,55;3,71;23,02;15,79;1,96;70,00;26,74;20,39;17,55;21,03;3,48;3,13;4,69;-253,43;-2,47;0,96;68,60;8,53;17,25;0,12;0,88;0,42;15,52;17,39;;9,75;6,69;;272.399.130.000,00
ABC;151,19;1,57;17,71;-171,96;0,53;3,47;0,99;0,72;12,85;14,51;1,66;;0,13;-7,56;-1,78;0,91;-970,89;2,99;34,70;0,00;1,00;4,18;9,27;36,05;;-0,88;8,55;;30.642.117.300,00
ABCB;36,00;1,66;7,24;0,78;0,10;0,00;41,57;29,41;5,12;3,36;-1,79;-0,27;2,13;;-0,10;;10,84;1,38;7,56;0,13;0,87;0,05;24,19;36,34;;46,08;4,99;;2.522.148.385,00
ABCL;7,36;;13,45;1,73;1,38;100,00;50,09;32,66;8,77;5,07;-3,65;-0,72;4,39;2,35;-4,14;8,67;12,85;10,29;13,18;0,80;0,20;0,32;;;;4,29;0,55;;2.120.247.294,00
ABEO;2,42;;-0,48;2,64;1,05;100,00;-1.947,26;-1.961,64;-0,48;-0,20;0,28;-1,53;9,37;3,16;-3,07;2,02;-553,12;-219,95;-549,07;0,40;0,60;0,11;27,54;;;0,90;-4,96;;40.534.888,00
ABEV;2,69;4,61;15,09;2,42;1,56;49,32;23,08;17,72;11,58;10,67;-0,91;-0,19;2,67;33,74;-2,21;1,19;16,06;10,35;19,01;0,64;0,36;0,58;-1,37;-10,14;;1,11;0,18;;42.345.266.343,00
ABG;194,33;;4,19;1,44;0,52;20,09;9,59;6,46;2,82;4,91;2,10;1,07;0,27;4,76;-0,68;1,85;34,35;12,43;18,51;0,36;0,64;1,92;19,04;48,29;;133,88;45,99;;4.150.317.738,00
ABIO;2,08;;-3,02;0,72;0,70;;;;-3,02;1,24;4,28;-1,02;;0,72;-77,65;37,72;-23,82;-23,04;-23,82;0,97;0,03;0,00;;;;2,89;-0,69;;30.117.109,00
ABM;43,92;1,83;14,96;1,66;0,59;100,00;4,03;2,45;9,10;13,18;4,09;0,75;0,37;7,59;-0,88;1,30;11,11;3,92;7,93;0,35;0,65;1,60;7,44;127,27;;26,47;2,94;;2.883.150.765,00
ABMD;381,02;;64,40;11,16;10,13;81,32;31,76;24,84;50,36;47,95;-2,40;-0,53;16,00;18,50;-27,11;7,93;17,32;15,72;17,32;0,91;0,09;0,63;18,30;21,24;;34,15;5,92;;17.180.649.024,00
ABNB;117,55;;39,44;13,43;4,66;82,15;23,97;22,54;37,09;35,41;-1,42;-0,51;8,89;10,85;-63,43;1,86;34,05;11,80;15,55;0,35;0,65;0,52;26,81;;;8,81;3,00;;74.124.279.185,00
ABST;7,50;3,24;37,20;-9,19;3,04;87,94;14,58;10,16;25,91;22,69;-3,08;;3,78;-23,47;-9,00;0,84;-24,69;8,17;-24,75;-0,33;1,33;0,80;16,69;;;-0,82;0,20;;393.498.684,00
ABT;96,80;1,97;24,39;4,61;2,27;56,15;20,31;15,88;19,08;19,81;0,74;0,18;3,87;17,37;-3,44;1,63;18,90;9,31;14,01;0,49;0,51;0,59;9,77;70,80;;21,11;3,99;;169.015.267.950,00
ABTX;41,63;0,67;10,98;1,18;0,12;0,00;38,18;28,90;8,31;-11,75;-20,06;-2,84;3,17;;-0,12;;10,73;1,12;11,72;0,10;0,90;0,04;19,36;28,98;;35,34;3,79;;830.943.126,00
ABUS;2,99;;-7,02;3,56;2,50;100,00;-162,19;-178,01;-7,71;-5,33;2,32;-1,07;12,50;4,12;-11,01;4,60;-50,75;-35,54;-49,49;0,70;0,30;0,20;29,53;;;0,84;-0,43;;484.461.580,00
AC;38,09;0,53;-15,76;0,95;0,85;100,00;-299,60;-247,36;-13,01;-8,54;4,48;-0,33;38,99;;-0,85;;-6,04;-5,39;-9,05;0,89;0,13;0,02;-7,62;42,10;;39,98;-2,42;;837.591.482,00
ACA;60,39;0,33;11,99;1,35;0,88;18,85;15,48;10,96;8,49;9,63;1,12;0,18;1,31;6,03;-1,19;2,33;11,25;7,36;10,12;0,65;0,35;0,67;8,93;22,34;;45,09;5,07;;2.952.509.425,00
ACAD;19,87;;-14,97;8,07;5,50;98,03;-41,27;-41,76;-15,15;-13,35;1,95;-1,04;6,25;8,46;-40,48;4,04;-53,94;-36,74;-53,94;0,68;0,32;0,88;32,87;;;2,47;-1,33;;3.267.316.228,00
ACB;0,73;;-0,18;0,48;0,29;9,59;-104,57;-776,01;-1,36;-0,27;1,10;-0,38;1,42;0,53;-0,93;5,13;-259,32;-158,40;-25,99;0,61;0,39;0,20;65,98;;;1,53;-3,98;;248.920.802,00
ACBI;32,34;;13,56;1,80;0,16;0,00;53,98;40,56;10,19;-17,34;-27,53;-4,88;5,50;;-0,16;;13,31;1,15;14,52;0,09;0,91;0,03;13,36;;;17,92;2,39;;656.653.998,00
ACCD;12,08;;-1,91;1,82;0,97;46,50;-129,30;-129,59;-1,91;-1,85;0,09;-0,09;2,48;3,55;-1,62;3,14;-95,44;-50,75;-60,30;0,53;0,47;0,39;;;;6,68;-6,37;;897.460.011,00
ACCO;4,91;7,64;-35,16;0,57;0,17;28,36;3,11;-0,68;7,67;23,11;15,44;1,15;0,24;1,58;-0,24;1,50;-1,63;-0,47;1,79;0,29;0,71;0,70;-0,01;;;8,57;-0,14;;464.056.375,00
ACEL;8,58;;10,07;4,18;0,86;30,82;12,00;7,64;6,41;8,81;2,43;1,59;0,77;3,57;-1,32;3,33;41,49;8,59;13,02;0,21;0,79;1,12;31,31;54,89;;2,06;0,86;;741.866.952,00
ACER;0,72;;-0,75;-1,31;1,04;100,00;-5.909,44;-5.909,44;-0,75;-0,82;-0,08;;44,48;-1,19;-2,00;0,35;-174,28;-138,82;515,73;-0,80;1,80;0,02;;;;-0,58;-1,01;;15.801.450,00
ACET;7,45;;-5,82;1,02;0,92;100,00;-182,74;-182,97;-5,83;-0,76;5,08;-0,89;10,65;1,21;-4,73;16,59;-17,54;-15,73;-17,53;0,90;0,10;0,09;;;;7,41;-1,30;;325.241.367,00
ACEV;9,78;;-24,18;-1,71;2,06;;;;-24,18;-30,41;-6,23;;;-4,44;-2,06;0,00;-7,08;-8,52;12,68;-1,20;1,20;0,00;;;;-5,71;-0,40;;83.063.496,00
ACEVU;9,60;;-23,74;-1,68;2,02;;;;-23,74;-30,41;-6,23;;;-4,36;-2,02;0,00;-7,08;-8,52;12,68;-1,20;1,20;0,00;;;;-5,71;-0,40;;83.063.496,00
ACEVW;0,16;;-0,40;-0,03;0,03;;;;-0,40;-30,41;-6,23;;;-0,07;-0,03;0,00;-7,08;-8,52;12,68;-1,20;1,20;0,00;;;;-5,71;-0,40;;83.063.496,00
ACGL;63,18;;16,34;1,82;0,49;29,62;16,84;14,94;14,50;15,99;1,43;0,18;2,44;;-0,49;;11,12;2,99;8,84;0,27;0,73;0,20;11,31;21,12;;34,78;3,87;;23.567.265.785,00
ACGLO;21,63;6,36;5,54;0,62;0,17;29,62;16,84;14,94;4,91;15,99;1,43;0,18;0,83;;-0,17;;11,12;2,99;8,84;0,27;0,73;0,20;11,31;21,12;;34,78;3,87;;23.567.265.785,00
ACGLP;24,99;;6,46;0,72;0,19;29,62;16,84;14,94;5,73;15,99;1,43;0,18;0,96;;-0,19;;11,12;2,99;8,84;0,27;0,73;0,20;11,31;21,12;;34,78;3,87;;23.567.265.785,00
ACH;9,04;1,31;10,73;0,52;0,20;11,12;7,84;2,57;3,52;8,47;4,95;0,74;0,28;9,95;-0,28;1,08;4,88;1,86;7,76;0,38;0,62;0,73;27,84;;;17,28;0,84;;6.195.995.208,00
ACHC;69,41;;23,13;2,25;1,27;96,16;17,01;10,46;14,24;17,21;2,90;0,46;2,42;53,64;-1,41;1,30;9,71;5,48;8,33;0,56;0,42;0,52;-1,65;6,45;;30,80;2,99;;6.351.843.576,00
ACHV;4,40;;-2,05;75,26;3,31;;;;-2,12;-2,05;0,07;-2,31;;5,60;-28,40;3,03;-3.665,61;-161,32;-220,01;0,04;0,96;0,00;;;;0,06;-2,14;;78.388.860,00
ACI;19,41;37,86;6,08;2,36;0,36;28,36;3,49;2,27;3,95;5,70;1,73;1,03;0,14;10,17;-0,53;1,12;38,90;5,93;17,21;0,15;0,83;2,62;3,79;;;8,19;3,19;;10.425.062.550,00
ACIA;114,99;;71,00;7,39;5,88;48,37;11,97;12,55;74,48;67,54;-6,95;-0,69;8,91;9,83;-25,15;4,56;10,41;8,28;9,43;0,80;0,20;0,66;26,01;80,21;;15,56;1,62;;4.884.783.364,29
ACIU;2,36;;-2,73;1,00;0,93;100,00;-931,75;-936,40;-2,74;-0,72;2,03;-0,74;25,57;1,42;-3,28;10,85;-36,64;-33,88;-36,46;0,92;0,08;0,04;;;;2,36;-0,86;;196.855.860,00
ACIW;27,00;;20,61;2,46;0,91;51,05;18,27;10,00;11,28;14,97;3,71;0,81;2,06;11,45;-1,40;1,30;11,92;4,43;8,56;0,37;0,63;0,44;6,78;94,29;;11,04;1,32;;2.924.416.075,00
ACLS;128,90;;23,19;6,36;4,19;43,67;22,88;19,90;20,18;18,37;-1,83;-0,58;4,62;6,75;-31,22;3,54;27,44;18,06;26,43;0,66;0,34;0,91;17,51;7,60;;20,40;5,60;;4.252.833.000,00
ACM;81,89;0,77;33,71;4,45;1,00;6,50;4,90;2,54;17,49;19,17;1,61;0,41;0,86;24,18;-2,11;1,08;13,19;2,95;10,71;0,22;0,78;1,16;-6,30;-1,76;;18,39;2,43;;11.399.482.612,00
ACMR;11,94;;18,31;1,07;0,58;47,22;17,75;10,10;10,42;7,68;-2,68;-0,27;1,85;1,27;-2,65;2,43;5,82;3,18;6,88;0,55;0,45;0,31;60,50;;;11,30;0,66;;715.243.138,00
ACN;248,75;2,11;22,42;6,88;3,36;32,02;15,13;11,30;16,75;16,10;-0,62;-0,25;2,53;37,53;-5,98;1,26;30,69;14,97;31,30;0,49;0,50;1,32;11,23;14,83;;36,48;11,20;;157.787.679.456,00
ACNB;32,23;3,33;7,73;1,13;0,11;0,00;42,27;32,84;6,01;-10,21;-16,22;-3,05;2,54;;-0,11;;14,59;1,42;12,83;0,10;0,90;0,04;10,55;29,58;;28,78;4,20;;276.396.900,00
ACND;9,52;;-10.948,00;98,53;1,19;;;;-1.831,45;-1.828,87;2,58;-0,14;;862,80;-1,19;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACND.U;10,32;;-11.868,00;106,81;1,29;;;;-1.985,35;-1.828,87;2,58;-0,14;;935,31;-1,29;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACND.WS;1,45;;-1.667,50;15,01;0,18;;;;-278,95;-1.828,87;2,58;-0,14;;131,41;-0,18;2,45;-0,90;-0,01;-5,38;0,01;0,99;0,00;;;;0,10;0,00;;492.660.000,00
ACOR;0,63;;-0,15;0,21;0,04;75,84;-36,98;-85,14;-0,34;-3,69;-3,35;2,03;0,13;0,53;-0,05;1,71;-139,41;-26,85;-28,77;0,19;0,81;0,32;-24,31;;;3,11;-4,34;;15.576.192,00
ACRS;7,90;;-6,06;2,67;2,07;86,48;-292,11;-292,11;-6,06;-3,57;2,50;-1,10;17,71;2,51;-22,86;10,55;-43,98;-34,14;-43,98;0,78;0,22;0,12;77,62;;;2,96;-1,30;;527.541.630,00
ACRX;0,67;;0,11;0,19;0,10;-127,68;3.206,25;3.111,24;0,10;-0,16;-0,27;-0,48;3,33;0,57;-0,21;1,57;173,81;97,95;138,85;0,56;0,43;0,03;-30,48;;;3,65;6,35;;5.065.592,00
ACST;0,44;;-1,14;0,20;0,17;;;;-1,06;0,63;1,68;-0,32;;0,65;-0,24;9,74;-17,83;-14,77;-19,89;0,83;0,17;0,00;;;;2,17;-0,39;;19.629.632,00
ACTC;18,09;;-9.804,64;125,50;2,24;;;;-9.804,64;-9.773,62;31,02;-0,40;;468,63;-2,26;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTCU;20,42;;-11.067,48;141,66;2,53;;;;-11.067,48;-9.773,62;31,02;-0,40;;528,99;-2,55;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTCW;6,01;;-3.257,37;41,69;0,74;;;;-3.257,37;-9.773,62;31,02;-0,40;;155,69;-0,75;2,22;-1,28;-0,02;-1,28;0,02;0,98;0,00;;;;0,14;0,00;;627.496.875,00
ACTG;4,23;;1,88;0,72;0,38;41,47;118,70;89,63;1,42;-1,03;-2,45;-1,23;1,69;0,54;-3,18;5,00;38,04;20,20;35,28;0,53;0,43;0,23;-10,43;;;5,92;2,25;;184.175.469,00
ADAP;1,15;;-1,15;2,33;0,58;100,00;-600,26;-609,46;-1,17;0,08;1,26;-2,50;7,03;1,00;-2,59;3,96;-202,08;-50,30;-202,08;0,25;0,75;0,08;-6,42;;;0,50;-1,01;;190.841.228,00
ADBE;357,13;;34,22;11,46;6,16;87,76;35,45;28,00;27,03;26,53;-0,35;-0,15;9,58;156,71;-9,02;1,14;33,49;18,00;27,49;0,54;0,46;0,64;21,94;32,77;;31,40;10,51;;163.809.996.000,00
ADCT;2,21;;-0,96;1,55;0,34;95,67;-245,19;-199,01;-0,78;0,43;1,21;-2,42;1,91;0,51;-1,86;5,76;-162,09;-35,92;-119,48;0,22;0,78;0,18;;;;1,43;-2,32;;179.832.775,00
ADES;2,18;;-4,67;0,30;0,23;21,87;-8,13;-8,66;-4,98;2,41;7,39;-0,44;0,40;0,51;-0,55;4,42;-6,37;-4,92;-5,94;0,77;0,23;0,57;17,82;;;7,32;-0,47;;41.661.762,00
ADI;185,36;1,69;27,45;2,58;1,87;65,62;32,26;27,27;23,20;24,39;1,20;0,13;7,48;34,51;-2,09;2,12;9,39;6,83;8,45;0,73;0,27;0,25;18,02;27,83;;72,22;6,78;;94.098.682.050,00
ADIL;0,39;;-0,67;1,94;1,35;;;;-0,66;-0,30;0,36;-1,06;;1,92;-10,81;5,10;-290,18;-202,74;-293,66;0,70;0,30;0,00;;;;0,20;-0,58;;10.473.060,00
ADILW;0,08;;-0,14;0,40;0,28;;;;-0,14;-0,30;0,36;-1,06;;0,39;-2,22;5,10;-290,18;-202,74;-293,66;0,70;0,30;0,00;;;;0,20;-0,58;;10.473.060,00
ADM;74,36;2,21;9,42;1,68;0,68;7,45;5,54;4,27;7,26;7,09;-0,15;-0,04;0,40;3,64;-1,68;1,46;17,87;7,26;14,23;0,41;0,59;1,70;10,80;22,16;;44,31;7,92;;40.782.807.454,00
ADMA;3,05;;-8,62;6,04;2,02;18,85;-40,97;-53,89;-11,34;-13,33;-1,99;1,06;4,64;3,37;-7,93;5,04;-70,05;-23,40;-22,12;0,33;0,67;0,43;49,99;;;0,51;-0,36;;606.074.084,00
ADMP;0,10;;-0,47;5,27;1,24;368,59;2.162,37;2.364,81;-0,51;-0,43;0,08;-0,86;;12,35;-7,32;1,14;-1.122,14;-263,04;-1.026,08;0,23;0,75;-0,11;-19,35;;;0,02;-0,21;;14.998.330,00
ADMS;8,22;;-6,00;-17,42;2,61;97,64;-55,47;-71,11;-7,69;-8,63;-0,94;;4,27;4,47;-10,46;4,53;-290,23;-43,55;-45,54;-0,15;1,15;0,61;107,92;;;-0,47;-1,37;;376.369.140,00
ADNT;37,81;;-67,02;1,65;0,39;6,03;2,32;-0,38;10,87;16,12;5,22;0,79;0,25;5,41;-0,70;1,20;-2,46;-0,58;4,74;0,24;0,72;1,55;-2,73;;;22,98;-0,57;;3.630.356.906,00
ADOC;10,71;;-6,73;-12,02;2,42;;;;-6,76;-6,76;0,00;;;-12,09;-2,43;0,02;-178,55;-35,90;177,72;-0,20;0,21;0,00;;;;-0,89;-1,59;;51.735.726,00
ADOCR;0,15;;-0,09;-0,17;0,03;;;;-0,09;-6,76;0,00;;;-0,17;-0,03;0,02;-178,55;-35,90;177,72;-0,20;0,21;0,00;;;;-0,89;-1,59;;51.735.726,00
ADOCW;0,02;;-0,01;-0,02;0,00;;;;-0,01;-6,76;0,00;;;-0,02;0,00;0,02;-178,55;-35,90;177,72;-0,20;0,21;0,00;;;;-0,89;-1,59;;51.735.726,00
ADP;214,71;2,13;28,35;29,87;1,64;43,51;24,44;18,24;21,17;21,58;0,39;0,55;5,17;-133,12;-10,74;0,99;105,34;5,78;55,22;0,05;0,95;0,32;5,93;10,53;;7,21;7,59;;89.296.891.765,00
ADPT;8,02;;-5,77;2,49;1,35;68,75;-105,84;-108,03;-5,89;-3,35;2,54;-1,07;6,23;2,55;-3,92;5,12;-43,13;-23,37;-42,25;0,54;0,46;0,22;36,96;;;3,24;-1,40;;1.154.408.008,00
ADSK;198,98;;69,65;47,60;4,99;90,42;17,44;12,64;50,47;51,22;0,97;0,91;8,80;-42,15;-7,38;0,73;68,33;7,17;19,72;0,10;0,90;0,57;16,65;;;4,20;2,87;;42.939.890.175,00
ADT;6,92;2,01;36,98;1,86;0,36;68,10;7,86;2,70;12,70;31,45;18,81;2,75;1,00;-6,80;-0,40;0,65;5,03;0,97;3,34;0,19;0,81;0,36;8,18;-12,81;;3,74;0,19;;6.355.119.078,00
ADTN;15,40;2,33;-596,39;1,22;0,65;31,91;-6,58;-0,20;-17,99;-18,10;-0,17;0,01;1,18;3,09;-1,22;1,81;-0,20;-0,11;-11,62;0,53;0,47;0,54;8,99;;;12,65;-0,03;;1.210.908.160,00
ADTX;0,90;;-0,09;0,30;0,20;20,87;-5.012,66;-5.101,99;-0,09;0,13;0,22;-0,73;4,54;0,47;-0,59;2,89;-342,84;-226,90;-336,84;0,66;0,34;0,04;;;;3,05;-10,46;;3.869.823,00
ADUS;98,68;;34,75;2,52;1,71;31,51;7,26;4,84;23,15;23,86;0,75;0,08;1,68;17,45;-2,24;1,70;7,26;4,91;7,18;0,68;0,32;1,01;17,43;30,95;;39,28;2,85;;1.596.652.200,00
ADV;1,69;;-0,40;0,49;0,13;13,74;-35,02;-34,09;-0,39;-1,73;-1,34;1,69;0,14;0,99;-0,18;1,93;-122,82;-32,39;-49,47;0,26;0,74;0,95;;;;3,49;-4,29;;550.869.318,00
ADVM;0,82;;-0,53;0,40;0,25;;;;-0,53;0,77;1,30;-0,98;;0,45;-0,69;7,45;-74,98;-47,00;-74,98;0,63;0,37;0,00;38,82;;;2,09;-1,57;;83.772.360,00
ADVWW;0,12;;-0,03;0,03;0,01;13,74;-35,02;-34,09;-0,03;-1,73;-1,34;1,69;0,01;0,07;-0,01;1,93;-122,82;-32,39;-49,47;0,26;0,74;0,95;;;;3,49;-4,29;;550.869.318,00
ADX;14,83;7,20;126,84;1,43;1,40;100,00;0,00;53,31;;;;0,00;67,62;-387,55;-1,40;0,16;1,13;1,10;;0,98;0,02;0,02;1,51;42,97;;10,41;0,12;;1.653.192.580,93
ADXN;1,12;;-0,64;2,03;1,22;100,00;-1.369,85;-1.394,12;-0,65;-0,24;0,41;-1,28;8,92;2,09;-31,93;2,55;-316,80;-191,02;-311,28;0,60;0,40;0,14;;;;0,55;-1,75;;14.400.624,00
ADXS;1,55;;-0,52;0,32;0,29;100,00;-5.723,60;-5.743,60;-0,52;1,24;1,76;-1,07;30,00;0,32;-43,86;11,18;-60,77;-55,38;-60,77;0,91;0,09;0,01;-53,92;;;4,88;-2,97;;7.499.365,00
AEE;84,82;2,81;20,82;2,13;0,59;42,01;21,88;13,50;12,84;21,34;8,53;1,41;2,81;-32,04;-0,63;0,79;10,22;2,83;6,11;0,28;0,72;0,21;5,21;15,48;;40,10;4,10;;22.314.372.608,00
AEGN;29,99;;-31,39;2,30;1,04;22,94;-0,29;-3,24;-347,72;-393,53;-45,81;0,30;1,02;3,70;-2,20;2,14;-7,34;-3,31;-0,63;0,45;0,55;1,02;-9,54;;;13,02;-0,96;;922.491.320,36
AEHL;1,06;;-0,29;0,58;0,32;-3,79;-9,37;-40,54;-1,24;-1,64;-0,41;0,19;0,12;0,65;-1,52;2,65;-202,26;-111,81;-39,58;0,55;0,45;2,76;-21,55;;;1,83;-3,71;;13.844.342,00
AEHR;32,07;;73,20;15,96;13,39;47,92;20,32;20,23;72,87;69,57;-2,95;-0,65;14,81;16,50;-450,26;6,10;21,80;18,29;21,78;0,84;0,16;0,90;21,88;;;2,04;0,44;;899.682.154,00
AEIS;93,86;0,43;17,66;3,31;1,77;36,60;13,10;10,82;14,59;14,21;-0,35;-0,08;1,91;4,43;-4,39;3,02;18,73;10,02;14,02;0,54;0,46;0,93;22,43;7,69;;28,46;5,33;;3.520.914.945,00
AEL;32,69;1,09;2,35;0,88;0,04;34,95;111,90;83,94;1,76;5,24;3,49;1,74;1,97;;-0,04;;37,49;1,61;11,86;0,04;0,96;0,02;-18,31;47,54;;37,38;14,01;;2.775.710.296,00
AEM;50,88;3,14;41,64;1,44;1,00;53,94;25,79;10,57;17,06;17,38;0,38;0,03;4,40;17,86;-1,12;2,17;3,47;2,40;5,21;0,69;0,31;0,23;12,33;27,87;;35,33;1,22;;23.193.001.893,00
AEMD;0,39;;-0,67;0,52;0,43;100,00;-102.684,62;-102.676,92;-0,67;0,64;1,31;-1,01;689,08;0,57;-3,51;7,46;-77,25;-64,41;-77,26;0,83;0,17;0,00;-5,59;;;0,75;-0,58;;8.958.027,00
AENZ;2,63;;-8,15;0,47;0,15;10,95;6,19;-2,71;3,56;4,82;1,25;0,17;0,22;2,20;-0,27;1,18;-5,77;-1,82;5,97;0,32;0,68;0,67;-4,33;;;5,85;-0,34;;219.446.425,00
AEO;12,82;1,39;19,39;1,52;0,71;34,98;3,86;2,51;12,59;11,71;-0,84;-0,10;0,49;7,33;-1,05;1,43;7,83;3,66;8,67;0,47;0,53;1,46;5,62;-9,33;;8,53;0,67;;2.419.414.042,00
AEP;90,29;3,54;20,27;1,96;0,50;57,50;19,43;11,75;12,25;22,47;10,23;1,63;2,38;-9,08;-0,56;0,65;9,66;2,47;5,98;0,26;0,74;0,21;4,95;1,53;;46,50;4,49;;46.689.873.846,00
AEPPL;52,61;;11,72;1,13;0,29;57,50;19,43;11,75;7,08;22,47;10,23;1,63;1,38;-5,25;-0,32;0,65;9,66;2,47;5,98;0,26;0,74;0,21;4,95;1,53;;46,50;4,49;;46.689.873.846,00
AEPPZ;49,82;6,12;11,15;1,08;0,28;57,50;19,43;11,75;6,74;22,47;10,23;1,63;1,31;-5,00;-0,31;0,65;9,66;2,47;5,98;0,26;0,74;0,21;4,95;1,53;;46,50;4,49;;46.689.873.846,00
AER;51,09;;-11,12;0,84;0,18;95,89;1,91;-17,90;104,16;486,46;382,99;3,08;1,99;-3,81;-0,19;0,32;-7,53;-1,63;-0,04;0,22;0,78;0,09;6,74;;;61,17;-4,61;;12.569.664.864,00
AERI;15,25;;-20,62;-4,60;2,01;89,01;-16,47;-17,09;-21,39;-25,37;-3,98;;3,52;4,45;-10,36;2,27;-22,29;-9,73;-24,60;-0,44;1,44;0,57;;;;-3,32;-0,74;;753.615.350,00
AES;22,39;2,86;-27,46;6,15;0,39;20,19;7,63;-4,33;15,57;37,17;21,66;8,56;1,19;13,01;-0,49;1,18;-22,40;-1,42;2,69;0,06;0,85;0,33;3,68;;;3,64;-0,82;;14.932.769.688,00
AESE;1,38;;-3,79;0,60;0,56;21,13;-181,30;-201,13;-4,20;2,36;6,56;-0,93;7,62;0,66;-5,24;21,79;-15,79;-14,86;-14,23;0,94;0,06;0,07;;;;2,31;-0,36;;53.937.990,00
