BCFF11,"6,7000"
HFOF11,"7,4100"
ITSA4,"0,4682"
BBDC4,"1,0077"
EGIE3,"2,2067"
AESB3,"0,1075"
TAEE11,"6,1899"
TASA4,"1,6244"
KLBN4,"0,2959"
SAPR4,"0,3073"
WIZC3,"0,5880"
